ano,sigla_uf,id_municipio,familia_ocupacional_cbo,quantidade_profissionais,soma_carga_horaria_ambulatorial
2021,SP,3534401,2033,2,0
2022,SP,3543402,2132,2,80
2021,SP,3550308,4201,85,0
2021,SP,3518800,5135,37,0
2022,SP,3551702,3122,3,80
2022,SP,3550308,5141,131,0
2024,SP,3550308,4241,107,0
2024,SP,3507456,1114,1,0
2024,SP,3547809,2392,16,240
2024,SP,3501608,7166,1,0
2021,SP,3529401,2522,7,0
2021,SP,3548500,2030,6,190
2021,SP,3530607,2410,2,0
2024,SP,3503208,3513,18,0
2024,SP,3541000,2123,3,0
2024,SP,3516408,7156,5,0
2021,SP,3506003,2030,13,225
2021,SP,3543402,5135,11,0
2022,SP,3522703,3252,1,5
2022,SP,3530805,5173,28,0
2022,SP,3550308,2392,15,80
2022,SP,3550308,3541,22,0
2022,SP,3522604,6201,2,0
2022,SP,3550308,3134,33,0
2022,SP,3522109,7156,2,0
2021,SP,3550308,3517,7,0
2022,SP,3509502,5133,53,0
2024,SP,3543402,2344,3,40
2021,SP,3519105,3172,1,0
2021,SP,3509502,3131,17,0
2021,SP,3552551,3341,1,0
2021,SP,3540705,2124,1,0
2021,SP,3509205,3911,14,0
2022,SP,3505500,4223,14,0
2022,SP,3550308,7241,53,0
2022,SP,3530607,7166,5,0
2024,SP,3526902,7711,7,0
2023,SP,3528403,5121,31,0
2023,SP,3518800,3172,3,0
2023,SP,3526902,2524,4,0
2023,SP,3529005,3912,2,0
2021,SP,3513009,5121,1,0
2021,SP,3545308,5135,2,0
2021,SP,3523909,3311,45,0
2021,SP,3513009,7311,1,0
2022,SP,3547809,4201,21,0
2022,SP,3547809,5133,5,0
2024,SP,3541406,5191,3,0
2022,SP,3550308,2131,102,1257
2021,SP,3503208,3252,3,0
2023,SP,3550308,2032,20,0
2023,SP,3548500,4122,7,0
2023,SP,3526902,5135,36,0
2022,SP,3528403,3221,2,40
2022,SP,3529609,5153,3,120
2022,SP,3552809,3542,6,0
2022,SP,3552809,5131,120,0
2022,SP,3538006,3221,16,114
2022,SP,3510500,4102,4,0
2021,SP,3525904,3513,88,0
2023,SP,3553302,1311,1,0
2023,SP,3549904,5135,60,0
2023,SP,3548500,6220,7,0
2022,SP,3525300,5131,15,0
2022,SP,3505708,7241,2,0
2022,SP,3550308,2132,32,724
2024,SP,3534401,5141,2,0
2024,SP,3550308,2124,514,0
2024,SP,3550308,5101,9,0
2021,SP,3526902,1112,1,0
2021,SP,3516408,7152,1,0
2024,SP,3506003,7630,2,0
2024,SP,3510609,5135,22,0
2022,SP,3543402,2030,2,60
2022,SP,3550308,3912,51,0
2023,SP,3530706,3252,1,0
2021,SP,3549904,9511,22,0
2021,SP,3513801,8621,4,0
2022,SP,3518404,3911,14,0
2022,SP,3509502,1114,46,0
2022,SP,3548500,4223,54,0
2022,SP,3509502,3131,16,0
2022,SP,3505500,5199,1,0
2022,SP,3546801,3911,1,0
2023,SP,3503901,7632,2,0
2022,SP,3549904,2124,36,0
2021,SP,3525904,5201,1,0
2021,SP,3530607,4241,35,0
2021,SP,3530607,1426,1,0
2021,SP,3509502,2631,6,0
2023,SP,3552809,5141,5,0
2023,SP,3541406,5153,11,432
2024,SP,3548500,5133,89,0
2023,SP,3505500,4122,17,0
2023,SP,3550308,2631,3,0
2023,SP,3522208,3513,1,0
2023,SP,3515186,6220,1,0
2023,SP,3509502,2142,18,0
2021,SP,3509601,5135,5,0
2021,SP,3530607,2124,13,0
2022,SP,3552205,3911,25,0
2022,SP,3534401,4102,6,0
2024,SP,3538907,5135,25,0
2024,SP,3556909,1112,1,0
2024,SP,3525300,3714,7,0
2024,SP,3509502,3511,3,0
2021,SP,3539301,2543,1,0
2022,SP,3516705,2545,3,0
2022,SP,3534401,7664,22,40
2022,SP,3513900,8414,29,0
2022,SP,3516408,2523,1,0
2022,SP,3548807,4223,23,0
2024,SP,3549706,2522,1,0
2024,SP,3526902,4122,2,0
2022,SP,3550308,7244,11,0
2024,SP,3550308,3134,48,0
2022,SP,3505500,3201,2,0
2024,SP,3550308,3115,29,0
2021,SP,3543907,2524,3,0
2021,SP,3550308,9541,22,0
2022,SP,3513009,2030,1,44
2022,SP,3519600,2525,1,0
2022,SP,3554003,9922,18,0
2023,SP,3552205,2149,3,30
2023,SP,3513801,7244,1,0
2024,SP,3524303,3221,1,0
2022,SP,3534401,3912,6,0
2024,SP,3510500,2524,6,0
2024,SP,3513108,3911,5,0
2024,SP,3503901,1112,1,0
2023,SP,3540002,3172,2,0
2023,SP,3549706,6210,1,0
2024,SP,3549904,5131,126,0
2024,SP,3507605,2311,2,0
2024,SP,3520400,3225,3,60
2024,SP,3543402,3171,4,0
2024,SP,3538600,3221,1,4
2023,SP,3550308,5121,78,0
2023,SP,3513009,5153,6,72
2023,SP,3522208,3252,1,0
2024,SP,3548708,5135,141,0
2024,SP,3549904,2611,3,0
2024,SP,3518404,4201,3,0
2023,SP,3550308,3134,47,0
2023,SP,3550308,4153,47,0
2023,SP,3524600,3911,5,0
2024,SP,3518404,2142,3,0
2024,SP,3534401,3172,14,0
2024,SP,3509502,4201,22,0
2022,SP,3506003,3513,93,0
2022,SP,3548500,2531,1,0
2022,SP,3547809,1425,2,0
2024,SP,3525300,7156,4,0
2024,SP,3516200,1423,10,0
2024,SP,3525003,2613,1,0
2024,SP,3544251,3172,3,0
2024,SP,3504008,3541,4,0
2023,SP,3535309,2392,6,0
2023,SP,3550308,2526,8,0
2022,SP,3548500,9511,18,0
2022,SP,3550308,7825,15,0
2022,SP,3513405,2344,9,40
2022,SP,3550308,7156,84,0
2023,SP,3552502,3221,5,64
2023,SP,3518800,2524,7,0
2023,SP,3550308,9511,101,0
2023,SP,3550308,7321,11,0
2024,SP,3535507,3172,3,0
2024,SP,3517109,1112,1,0
2024,SP,3548708,9112,4,0
2024,SP,3550308,5102,11,0
2023,SP,3549904,5173,54,0
2023,SP,3527306,5101,1,0
2023,SP,3504602,4241,6,0
2023,SP,3543303,3225,10,350
2021,SP,3519600,2525,1,0
2024,SP,3534401,5135,72,0
2022,SP,3507001,7152,1,0
2023,SP,3549904,3252,4,44
2021,SP,3510500,4102,4,0
2021,SP,3549102,7233,2,0
2023,SP,3516408,7156,5,0
2023,SP,3530607,2345,2,0
2024,SP,3504503,5172,5,0
2023,SP,3545308,4132,1,0
2023,SP,3511102,1427,1,0
2023,SP,3516408,7842,12,0
2024,SP,3516200,2123,2,0
2024,SP,3509502,2124,84,0
2024,SP,3513009,9511,9,0
2023,SP,3548500,7170,22,0
2023,SP,3548500,2522,13,0
2024,SP,3549805,3252,2,0
2022,SP,3525300,4151,19,0
2022,SP,3538709,3225,8,49
2023,SP,3509205,2523,1,0
2023,SP,3505708,1427,3,0
2022,SP,3552403,5193,1,0
2024,SP,3534757,3311,1,0
2024,SP,3508504,2523,1,0
2024,SP,3518800,7152,7,0
2023,SP,3548500,7711,16,0
2023,SP,3534401,1426,1,0
2024,SP,3542602,7152,2,0
2024,SP,3530607,1114,8,0
2024,SP,3502507,2124,1,0
2024,SP,3522208,3513,1,0
2021,SP,3534401,7156,16,0
2023,SP,3522604,5153,28,40
2024,SP,3550308,2612,102,0
2024,SP,3504008,9153,3,0
2024,SP,3518404,9112,3,0
2024,SP,3550308,2142,62,0
2024,SP,3516200,1414,1,0
2022,SP,3550308,6220,26,0
2021,SP,3522802,3311,6,0
2021,SP,3510500,5171,2,0
2024,SP,3545803,5121,5,0
2023,SP,3543907,3542,11,0
2023,SP,3535804,3221,3,15
2023,SP,3518800,1115,1,0
2023,SP,3513504,2124,3,0
2024,SP,3509502,7156,43,0
2024,SP,3554003,1210,1,0
2024,SP,3518404,2522,4,0
2024,SP,3552502,2524,6,0
2022,SP,3546801,7152,3,0
2024,SP,3548500,3144,9,0
2023,SP,3530300,3911,5,0
2023,SP,3510500,2524,7,0
2022,SP,3554102,5135,1,0
2023,SP,3518701,2544,7,0
2024,SP,3548807,3515,4,0
2024,SP,3549805,2124,19,0
2024,SP,3506003,2030,15,265
2024,SP,3507506,3172,10,0
2024,SP,3502804,3311,5,0
2023,SP,3550308,2142,61,0
2024,SP,3548500,7842,6,0
2023,SP,3552502,2143,1,0
2022,SP,3550308,3171,21,0
2023,SP,3514403,2313,2,0
2023,SP,3549102,5135,11,0
2024,SP,3524105,4102,1,0
2024,SP,3522208,7170,1,0
2024,SP,3541406,3122,1,40
2024,SP,3544251,5173,8,0
2023,SP,3539202,3221,2,80
2023,SP,3503208,2149,5,62
2023,SP,3505500,3311,8,0
2023,SP,3540705,3172,2,0
2024,SP,3556800,3911,4,0
2024,SP,3540200,5153,5,180
2022,SP,3516200,3144,1,0
2023,SP,3522505,2523,3,0
2024,SP,3502705,5101,1,0
2024,SP,3513009,7831,1,0
2023,SP,3526902,8414,1,0
2023,SP,3527108,3513,2,0
2023,SP,3550308,4241,128,0
2022,SP,3530607,2392,45,40
2023,SP,3535507,3172,2,0
2024,SP,3524808,4201,1,0
2024,SP,3548708,2346,1,0
2024,SP,3506003,2611,5,0
2021,SP,3543907,3714,3,0
2022,SP,3526407,5135,5,0
2022,SP,3503208,4122,12,0
2024,SP,3516408,2263,1,1
2024,SP,3522604,4201,2,0
2022,SP,3550407,2524,1,0
2022,SP,3537305,5121,6,0
2023,SP,3550407,5135,14,0
2022,SP,3522208,9922,2,0
2024,SP,3548500,3311,2,0
2024,SP,3509502,7842,12,0
2023,SP,3507605,2410,2,0
2022,SP,3546405,2626,2,0
2024,SP,3548906,2347,2,0
2024,SP,3547809,7632,3,0
2022,SP,3504107,1416,1,0
2022,SP,3550308,3122,6,0
2022,SP,3554102,5133,2,0
2022,SP,3547809,7241,2,0
2024,SP,3526902,2532,3,0
2023,SP,3513009,3911,9,0
2023,SP,3536208,4223,11,0
2023,SP,3524402,2124,10,0
2021,SP,3506102,2149,1,30
2021,SP,3526704,3221,1,0
2021,SP,3550308,5131,118,0
2021,SP,3530201,5173,5,0
2021,SP,3521804,3513,1,0
2022,SP,3550308,5131,157,0
2022,SP,3548500,3011,12,0
2021,SP,3549805,5153,13,532
2022,SP,3534401,1425,16,0
2022,SP,3554102,3421,6,0
2022,SP,3538709,2142,6,0
2022,SP,3550308,4102,44,0
2021,SP,3550308,3951,103,0
2021,SP,3536307,2392,1,0
2024,SP,3534401,3911,76,0
2021,SP,3543402,2313,1,0
2021,SP,3543907,3311,6,0
2021,SP,3533403,3331,1,0
2023,SP,3552403,2321,5,20
2023,SP,3503901,5121,1,0
2021,SP,3528601,1114,1,0
2021,SP,3545209,1115,1,0
2024,SP,3552205,1413,3,0
2021,SP,3547809,2522,11,0
2021,SP,3508405,1227,1,0
2023,SP,3543402,3341,6,0
2023,SP,3519071,2345,1,0
2023,SP,3547304,5135,5,0
2023,SP,3518404,3221,1,0
2023,SP,3549904,3542,23,0
2022,SP,3502804,2523,2,0
2022,SP,3549102,7166,3,0
2021,SP,3551504,3331,1,0
2021,SP,3509502,1415,1,0
2021,SP,3505500,2524,6,0
2021,SP,3548807,4201,2,0
2021,SP,3501608,3111,11,0
2022,SP,3518800,1424,4,0
2021,SP,3548708,2124,4,0
2021,SP,3556453,2624,1,0
2021,SP,3554102,3421,7,0
2022,SP,3530805,7832,2,0
2021,SP,3513801,3223,1,40
2021,SP,3550308,2031,2,0
2023,SP,3550308,8621,27,0
2023,SP,3550308,2263,33,769
2021,SP,3549904,7832,26,0
2023,SP,3503208,7156,2,0
2021,SP,3552205,3221,4,39
2023,SP,3554706,6220,1,0
2023,SP,3511102,3311,2,0
2023,SP,3515103,5153,3,0
2023,SP,3522505,7156,6,0
2023,SP,3548708,2263,6,52
2023,SP,3534401,2142,4,0
2024,SP,3548708,3517,3,0
2022,SP,3509502,7156,45,0
2022,SP,3522604,6231,1,0
2022,SP,3529401,5153,3,120
2022,SP,3516200,5133,7,0
2022,SP,3518701,2524,4,0
2021,SP,3513504,2124,3,0
2021,SP,3516200,3225,1,36
2021,SP,3518701,8414,3,0
2021,SP,3507506,5193,3,0
2021,SP,3506003,7156,4,0
2021,SP,3543402,3341,6,0
2021,SP,3529401,4201,12,0
2021,SP,3548500,7313,6,0
2024,SP,3521309,2142,1,0
2024,SP,3513801,2512,1,0
2024,SP,3524402,2522,4,0
2021,SP,3549805,2522,5,0
2021,SP,3512209,5121,9,0
2021,SP,3505500,7842,4,0
2021,SP,3541000,9153,5,0
2023,SP,3520442,3312,7,0
2023,SP,3516200,1422,3,0
2022,SP,3524402,1424,1,0
2022,SP,3550308,9112,13,0
2023,SP,3542206,2522,1,0
2024,SP,3550308,1112,12,0
2024,SP,3516200,4223,31,0
2024,SP,3517505,4241,11,0
2024,SP,3513009,5173,3,0
2024,SP,3550308,5191,43,0
2023,SP,3550308,3144,21,0
2023,SP,3542602,2613,1,0
2023,SP,3510500,5135,15,0
2023,SP,3518800,5153,22,560
2021,SP,3514809,2613,1,0
2021,SP,3529401,2142,2,0
2022,SP,3549003,7824,7,0
2022,SP,3526902,2132,1,0
2023,SP,3550308,2345,1,0
2023,SP,3554003,3542,5,0
2024,SP,3512209,5135,2,0
2023,SP,3552205,3515,4,0
2021,SP,3522604,1422,2,0
2023,SP,3547809,2123,3,0
2022,SP,3516309,9511,5,0
2022,SP,3524402,4102,4,0
2022,SP,3504008,3542,1,0
2022,SP,3538808,5131,1,0
2022,SP,3548500,7233,1,0
2024,SP,3504008,4201,1,0
2024,SP,3503208,5135,22,0
2024,SP,3513801,5131,33,0
2024,SP,3516408,3223,1,30
2024,SP,3518800,2543,15,0
2021,SP,3507506,2124,5,0
2024,SP,3529005,3172,6,0
2021,SP,3523107,1425,4,0
2021,SP,3542602,2030,1,40
2022,SP,3505203,5153,1,0
2022,SP,3525300,5191,6,0
2022,SP,3503208,5135,22,0
2022,SP,3512803,7156,1,0
2022,SP,3506508,4102,2,0
2024,SP,3548500,3511,8,0
2024,SP,3503307,1144,1,0
2023,SP,3510500,3911,24,0
2021,SP,3550308,2526,11,0
2021,SP,3550308,3185,1,0
2021,SP,3518404,4151,1,0
2021,SP,3550308,3134,1,0
2021,SP,3509502,3221,8,43
2021,SP,3506003,3281,2,0
2021,SP,3518800,2522,3,0
2021,SP,3510609,5135,7,0
2024,SP,3505708,3542,15,0
2024,SP,3543303,3911,10,0
2023,SP,3515186,4102,2,0
2023,SP,3554102,2543,15,0
2021,SP,3518701,2524,4,0
2022,SP,3509502,7822,2,0
2022,SP,3533403,2392,5,200
2022,SP,3522109,9501,3,0
2021,SP,3505500,7661,4,0
2021,SP,3526902,2313,1,0
2022,SP,3548500,4201,20,0
2024,SP,3552809,4241,1,0
2021,SP,3506003,1114,4,0
2022,SP,3522802,7170,2,0
2021,SP,3543907,3912,1,0
2021,SP,3554102,5141,1,0
2023,SP,3526209,5173,2,0
2023,SP,3503307,7257,3,0
2023,SP,3525300,8181,14,0
2023,SP,3509502,5121,38,0
2022,SP,3549904,5133,37,0
2022,SP,3508603,9922,1,0
2021,SP,3519253,1313,4,0
2021,SP,3548708,4102,5,0
2022,SP,3504503,2410,1,0
2024,SP,3536703,2522,1,0
2022,SP,3552205,2263,5,120
2023,SP,3537800,2035,3,0
2023,SP,3552205,3911,53,0
2023,SP,3534401,1427,1,0
2022,SP,3506003,3172,15,0
2023,SP,3550605,1427,2,0
2023,SP,3534609,3171,1,0
2021,SP,3538709,4201,5,0
2024,SP,3539301,4122,3,0
2024,SP,3545209,4223,2,0
2021,SP,3550308,1115,24,0
2021,SP,3552809,4241,1,0
2022,SP,3542602,4102,1,0
2023,SP,3550308,2624,20,0
2023,SP,3552809,3141,14,0
2022,SP,3551702,5102,1,0
2022,SP,3522505,5173,23,0
2021,SP,3530607,5135,44,0
2022,SP,3552551,2392,3,0
2022,SP,3543907,2523,10,0
2022,SP,3543907,5164,1,0
2022,SP,3518404,5121,2,0
2022,SP,3554508,5133,1,0
2022,SP,3550308,2032,23,0
2022,SP,3548500,2344,35,20
2022,SP,3555000,3172,3,0
2023,SP,3527207,7152,2,0
2023,SP,3511706,3221,2,80
2022,SP,3507506,2526,1,0
2021,SP,3530607,2142,7,0
2023,SP,3530706,7156,1,0
2023,SP,3527207,2543,13,0
2023,SP,3547809,1424,1,0
2021,SP,3550308,5101,11,0
2023,SP,3545001,1114,1,0
2023,SP,3510609,2123,1,0
2021,SP,3547809,4201,22,0
2021,SP,3554508,5135,4,0
2022,SP,3550308,7911,53,1480
2022,SP,3526902,5103,6,0
2024,SP,3555000,3311,1,0
2024,SP,3557006,5172,4,0
2021,SP,3522505,5173,30,0
2022,SP,3516408,5135,17,0
2022,SP,3508504,2392,1,16
2022,SP,3505708,1415,1,0
2023,SP,3516606,5164,2,0
2022,SP,3554003,4201,3,0
2022,SP,3548807,2124,1,0
2024,SP,3505500,2524,5,0
2024,SP,3503307,6220,2,0
2024,SP,3536208,1422,1,0
2022,SP,3535002,1226,1,0
2022,SP,3516200,4122,10,0
2024,SP,3549805,3131,1,0
2023,SP,3527207,3250,21,0
2023,SP,3541406,4102,3,0
2021,SP,3523909,3171,3,0
2021,SP,3542602,9144,1,0
2021,SP,3526704,7632,1,0
2023,SP,3503208,2522,3,0
2023,SP,3526407,5135,5,0
2023,SP,3500501,5135,7,0
2024,SP,3550308,3121,11,0
2022,SP,3548708,2149,81,0
2024,SP,3534401,2142,2,0
2024,SP,3507506,3252,7,0
2024,SP,3516200,3541,7,0
2024,SP,3538709,7152,4,0
2022,SP,3551702,2522,2,0
2024,SP,3518404,5121,19,0
2024,SP,3534401,1425,15,0
2024,SP,3522406,3511,1,0
2024,SP,3506003,3201,2,0
2024,SP,3503901,3221,1,0
2024,SP,3506003,3121,13,0
2024,SP,3546306,4102,1,0
2024,SP,3530706,9511,2,0
2024,SP,3513009,2523,2,0
2024,SP,3509502,3252,24,55
2024,SP,3510500,5103,1,0
2024,SP,3526902,7233,4,0
2024,SP,3537156,2141,1,0
2024,SP,3524006,2142,1,0
2024,SP,3548500,6220,7,0
2023,SP,3518404,5101,1,0
2023,SP,3530607,3911,63,0
2024,SP,3547809,1427,1,0
2024,SP,3513801,3542,3,0
2024,SP,3526407,4122,1,0
2024,SP,3505708,2124,13,0
2024,SP,3513801,2524,4,0
2024,SP,3505708,2149,4,110
2023,SP,3549102,7233,2,0
2023,SP,3550308,2143,36,0
2023,SP,3506508,2611,1,0
2023,SP,3520509,1425,2,0
2023,SP,3522208,5135,8,0
2024,SP,3552809,2142,2,0
2024,SP,3524808,3172,3,0
2024,SP,3549904,9511,22,0
2023,SP,3524402,7824,23,0
2023,SP,3540903,1114,1,0
2021,SP,3513306,2321,1,0
2021,SP,3516408,7156,5,0
2022,SP,3528403,5121,22,0
2021,SP,3548807,3221,1,3
2024,SP,3526902,1425,1,0
2023,SP,3548500,3911,16,0
2024,SP,3552502,5135,6,0
2023,SP,3509502,5199,12,0
2024,SP,3550407,5135,13,0
2023,SP,3513801,3223,3,128
2023,SP,3525904,4223,29,0
2023,SP,3548708,2344,1,0
2023,SP,3522505,7257,1,0
2024,SP,3530607,3172,7,0
2022,SP,3506003,3011,4,0
2022,SP,3503901,2523,2,0
2022,SP,3552205,4223,9,0
2023,SP,3529401,4201,14,0
2023,SP,3534401,3172,10,0
2023,SP,3525300,5131,13,0
2021,SP,3544301,2392,4,0
2023,SP,3526902,1224,1,0
2024,SP,3550308,7664,77,396
2021,SP,3541505,2142,1,0
2021,SP,3540002,3172,4,0
2024,SP,3516408,1423,1,0
2023,SP,3548906,3172,2,0
2023,SP,3550308,7411,4,0
2024,SP,3521804,1236,1,0
2024,SP,3556206,3221,2,12
2023,SP,3556503,2141,1,0
2023,SP,3507506,3912,1,0
2023,SP,3515509,4122,1,0
2022,SP,3524600,1112,1,0
2022,SP,3534203,3513,2,0
2023,SP,3508603,4211,8,0
2023,SP,3530607,2124,20,0
2023,SP,3522604,7152,9,0
2021,SP,3554003,2123,1,0
2023,SP,3550308,2532,7,0
2024,SP,3550308,1234,2,0
2024,SP,3502101,7164,1,0
2024,SP,3546405,1112,1,0
2024,SP,3509502,1142,1,0
2023,SP,3550308,7241,51,0
2023,SP,3513801,4102,1,0
2023,SP,3554102,5153,15,400
2023,SP,3549904,3144,6,0
2022,SP,3550605,3121,1,0
2024,SP,3527207,4122,2,0
2022,SP,3532603,2392,8,0
2023,SP,3542602,2263,1,30
2023,SP,3505500,2531,2,0
2023,SP,3519600,2410,4,0
2023,SP,3503307,1424,1,0
2023,SP,3548005,7824,1,0
2024,SP,3507605,2410,2,0
2024,SP,3541406,5141,1,0
2023,SP,3534401,7832,1,0
2024,SP,3505500,2532,1,0
2024,SP,3555000,4241,1,0
2024,SP,3501608,9113,1,0
2024,SP,3542602,3131,10,0
2024,SP,3548906,2124,3,0
2023,SP,3530805,7832,2,0
2023,SP,3550100,1144,1,0
2024,SP,3541000,4201,2,0
2023,SP,3550308,2011,11,200
2023,SP,3509502,6220,17,0
2022,SP,3506508,3513,1,0
2023,SP,3527207,1222,1,0
2024,SP,3530607,5131,15,0
2024,SP,3548500,3513,1,0
2023,SP,3509205,5121,1,0
2023,SP,3508405,2523,1,0
2024,SP,3550308,5164,2,0
2024,SP,3529401,9501,2,0
2023,SP,3557006,3542,2,0
2024,SP,3532009,5173,3,0
2024,SP,3524402,3513,1,0
2023,SP,3538709,2344,8,0
2023,SP,3552205,4122,1,0
2023,SP,3509007,4201,3,0
2023,SP,3503307,3252,2,0
2023,SP,3548500,7257,18,0
2024,SP,3520509,4201,2,0
2024,SP,3513801,5135,52,0
2022,SP,3547809,7170,1,0
2023,SP,3516309,5135,28,0
2023,SP,3538709,9511,5,0
2022,SP,3509502,2631,5,0
2024,SP,3548500,2311,1,0
2023,SP,3503208,4201,3,0
2023,SP,3525904,2313,1,0
2022,SP,3506003,3515,17,0
2022,SP,3516309,2263,2,42
2024,SP,3506003,7170,1,0
2024,SP,3548906,2263,2,88
2022,SP,3534708,5121,1,0
2022,SP,3506003,7825,3,0
2022,SP,3509502,2143,11,0
2022,SP,3522307,3011,3,0
2022,SP,3510807,3225,1,0
2022,SP,3552809,2124,10,0
2021,SP,3530607,3172,13,0
2021,SP,3501905,3541,2,0
2021,SP,3541406,3513,9,0
2021,SP,3541406,2131,6,200
2021,SP,3550308,2132,23,392
2022,SP,3530201,1423,1,0
2022,SP,3554102,2143,1,0
2022,SP,3514403,2626,2,0
2022,SP,3511102,3912,2,0
2022,SP,3541406,4223,10,0
2022,SP,3503208,2525,2,0
2021,SP,3536505,2124,1,0
2021,SP,3550308,1425,62,0
2022,SP,3509502,1422,13,0
2022,SP,3522604,3714,18,0
2021,SP,3549805,2124,17,0
2021,SP,3546405,3172,1,0
2021,SP,3503208,2149,3,40
2021,SP,3552205,2124,12,0
2021,SP,3518800,1144,1,0
2021,SP,3516408,1412,1,0
2024,SP,3508108,1114,1,0
2024,SP,3548500,5131,22,0
2021,SP,3527108,5102,1,0
2021,SP,3507506,2131,11,117
2023,SP,3526902,3912,2,0
2023,SP,3513801,2613,1,0
2024,SP,3543402,2149,2,0
2021,SP,3512209,2392,10,20
2021,SP,3529401,3171,4,0
2022,SP,3512803,2142,1,0
2023,SP,3507001,1427,1,0
2023,SP,3509502,4201,18,0
2022,SP,3524402,5199,6,0
2021,SP,3506003,3511,3,0
2021,SP,3549904,2344,8,4
2021,SP,3557105,3912,2,0
2021,SP,3547502,2344,1,0
2021,SP,3530607,7243,1,0
2021,SP,3555406,7152,3,0
2021,SP,3516200,2122,1,0
2021,SP,3511102,1425,3,0
2021,SP,3507605,7166,4,0
2021,SP,3550308,8624,7,0
2022,SP,3516408,1114,1,0
2022,SP,3535309,9101,1,0
2021,SP,3520442,5121,4,0
2021,SP,3516408,3172,2,0
2021,SP,3506003,1427,2,0
2022,SP,3554508,7911,1,0
2022,SP,3552205,3111,1,0
2021,SP,3550605,4223,2,0
2021,SP,3516200,9153,6,0
2023,SP,3509502,7102,4,0
2021,SP,3540200,5121,2,0
2023,SP,3551009,9153,1,0
2021,SP,3522604,6321,4,0
2023,SP,3552809,2142,2,0
2023,SP,3548500,7156,19,0
2023,SP,3522505,5173,22,0
2023,SP,3523107,1114,1,0
2023,SP,3529005,4201,2,0
2022,SP,3524808,8181,10,0
2022,SP,3530607,1424,3,0
2022,SP,3526902,2124,13,0
2022,SP,3525904,3131,1,0
2021,SP,3548708,5102,3,0
2021,SP,3511102,5173,6,0
2022,SP,3506003,8621,7,0
2021,SP,3522604,7630,5,0
2021,SP,3505708,2143,2,0
2021,SP,3509502,2612,10,0
2021,SP,3534401,4201,29,0
2024,SP,3501608,5153,3,40
2021,SP,3556701,3221,1,0
2021,SP,3529401,5101,1,0
2021,SP,3543402,5133,2,0
2021,SP,3509502,2143,10,0
2021,SP,3504206,3172,1,0
2021,SP,3525904,2131,4,36
2021,SP,3513900,8414,26,0
2021,SP,3525300,2631,2,0
2021,SP,3522406,7155,1,0
2021,SP,3548500,7257,11,0
2022,SP,3503901,2392,15,0
2024,SP,3543907,3141,8,0
2024,SP,3518404,3171,3,0
2024,SP,3554102,3221,15,386
2021,SP,3512803,2142,1,0
2023,SP,3506102,3912,1,0
2023,SP,3515186,5141,4,0
2023,SP,3509502,7664,22,488
2023,SP,3552205,2543,11,0
2023,SP,3511102,3111,7,0
2021,SP,3539905,2142,1,0
2023,SP,3556404,2392,13,0
2021,SP,3543907,1423,4,0
2022,SP,3550308,9151,6,0
2021,SP,3534401,1423,6,0
2022,SP,3516408,1423,2,0
2022,SP,3525904,2344,4,4
2021,SP,3532603,2321,1,15
2021,SP,3509502,3912,17,0
2021,SP,3525300,7166,6,0
2022,SP,3548807,7831,2,0
2022,SP,3510500,6230,6,0
2022,SP,3541406,5121,4,0
2024,SP,3532603,2313,2,0
2024,SP,3507605,7244,1,0
2021,SP,3541406,1144,1,0
2021,SP,3525003,2613,1,0
2021,SP,3502804,1114,6,0
2024,SP,3509502,2145,2,0
2024,SP,3518800,5153,29,814
2024,SP,3530607,3252,26,0
2021,SP,3516200,2031,1,0
2022,SP,3547809,3225,2,18
2024,SP,3528502,9503,1,0
2021,SP,3543907,2344,1,0
2021,SP,3506003,2142,5,0
2021,SP,3530607,4201,18,0
2021,SP,3503208,3221,2,20
2021,SP,3538709,2523,2,0
2021,SP,3543303,3221,1,6
2021,SP,3543402,2524,4,0
2021,SP,3525300,9511,2,0
2023,SP,3542206,5199,2,0
2023,SP,3525904,2392,11,122
2023,SP,3549904,7832,29,0
2023,SP,3518800,3511,1,0
2021,SP,3516200,1425,1,0
2021,SP,3547809,9913,1,0
2021,SP,3534401,8414,9,0
2022,SP,3548708,5102,3,0
2021,SP,3550308,2311,19,0
2021,SP,3542602,2613,1,0
2024,SP,3546801,3172,5,0
2021,SP,3527207,1112,2,0
2021,SP,3530805,3223,1,40
2021,SP,3507001,3542,2,0
2021,SP,3552403,3911,5,0
2022,SP,3522109,5135,9,0
2021,SP,3547809,4223,34,0
2021,SP,3509502,5101,3,0
2024,SP,3548708,5131,10,0
2022,SP,3554102,5141,1,0
2021,SP,3503208,5135,22,0
2022,SP,3550308,7711,34,0
2022,SP,3515707,7664,2,20
2022,SP,3550308,3741,3,0
2024,SP,3512001,5153,5,0
2024,SP,3541000,5133,6,0
2024,SP,3516200,9513,6,0
2022,SP,3520442,3312,7,0
2021,SP,3509502,1238,2,0
2021,SP,3551108,5101,1,0
2021,SP,3537305,1422,1,0
2024,SP,3513108,4152,2,0
2024,SP,3522109,4201,1,0
2024,SP,3552809,7711,2,0
2022,SP,3527207,2124,4,0
2021,SP,3533304,2142,1,0
2021,SP,3526902,2410,2,0
2022,SP,3522604,8485,2,0
2023,SP,3523503,1114,2,0
2023,SP,3536505,2132,1,0
2023,SP,3542602,7711,1,0
2021,SP,3550308,7250,9,0
2022,SP,3522406,7301,2,0
