ano,mes,sigla_uf,id_municipio,quantidade_atendimentos,valor_total_aprovado
2022,1,SP,3525508,15447,46041.12000000001
2022,1,SP,3542305,3847,2353.32
2022,1,SP,3529609,311,687.3000000000002
2022,1,SP,3511409,2390,15126.71
2023,3,SP,3534401,3105419,7993616.10000005
2023,3,SP,3507902,32015,107545.68000000001
2023,3,SP,3556453,45904,193276.11999999988
2023,7,SP,3521903,48872,47161.05000000002
2023,7,SP,3525003,134763,628675.97
2023,7,SP,3512704,8575,21538.330000000005
2023,7,SP,3556800,22460,109846.12000000001
2023,7,SP,3502408,4345,12520.58
2023,7,SP,3512902,3908,15734.770000000002
2023,7,SP,3525854,367,1941.0399999999997
2023,10,SP,3540606,114278,410242.64000000025
2023,10,SP,3523701,4928,23251.739999999998
2021,3,SP,3520707,4819,28013.410000000003
2021,3,SP,3544301,8934,25603.370000000003
2021,3,SP,3539608,221,2026.6399999999999
2023,12,SP,3555000,111375,1253084.5200000019
2023,12,SP,3522109,6925,62238.78000000001
2023,12,SP,3520426,22187,52139.49
2021,9,SP,3506508,128351,467044.12
2021,9,SP,3504008,627859,1494213.2200000007
2021,9,SP,3504107,127656,1135642.2400000005
2021,9,SP,3505906,88313,629630.7900000005
2021,9,SP,3534807,2784,8519.55
2021,9,SP,3515301,776,3751.8700000000003
2021,9,SP,3537404,12194,57554.89
2021,8,SP,3547106,6352,9409.919999999998
2021,8,SP,3541604,41868,673757.89
2021,8,SP,3531803,54819,270112.48999999993
2021,8,SP,3540101,5543,1061.7
2021,8,SP,3532603,12423,64461.65000000007
2024,2,SP,3502101,49746,364787.32000000024
2024,2,SP,3531902,71609,297449.99
2024,2,SP,3513702,51192,239967.8699999997
2024,2,SP,3556800,23133,116211.91999999998
2023,5,SP,3522505,341757,2379023.7000000025
2023,5,SP,3535309,72602,214837.9399999996
2023,5,SP,3528007,34572,109381.48000000005
2023,5,SP,3505104,24464,12857.000000000018
2023,5,SP,3509809,19625,11998.27
2023,5,SP,3531209,21967,61386.80000000002
2023,5,SP,3531506,48100,203746.6300000001
2023,5,SP,3502606,8708,17100.87
2023,5,SP,3503505,5671,25555.170000000006
2023,1,SP,3548807,692605,3979786.319999999
2023,1,SP,3518206,41577,128268.75999999972
2023,1,SP,3555406,139866,700938.7000000007
2023,1,SP,3504503,112964,1224237.2499999977
2023,1,SP,3522208,205869,1540934.8400000047
2023,1,SP,3500600,13452,55777.900000000016
2023,1,SP,3506904,9727,9776.91
2023,1,SP,3547601,17732,58582.84
2021,4,SP,3515657,43,46.7
2021,1,SP,3548401,9980,12898.440000000037
2021,1,SP,3556602,10451,6531.240000000001
2021,1,SP,3515905,2309,12160.719999999994
2021,1,SP,3532827,6890,7227.79
2023,6,SP,3510203,53087,197151.00999999995
2023,6,SP,3543907,300902,2943209.9099999876
2023,6,SP,3519402,12161,38573.049999999996
2023,6,SP,3523800,14186,970.53
2023,6,SP,3542800,3534,21020.790000000005
2023,6,SP,3500808,13747,11936.36
2021,12,SP,3516903,5474,27436.68
2021,12,SP,3502101,86735,808449.9399999981
2021,12,SP,3548104,7870,10541.59
2021,12,SP,3527108,37188,235041.92999999996
2021,12,SP,3535606,9661,16948.649999999998
2021,12,SP,3503950,129,542.43
2021,12,SP,3528205,2081,1202.98
2022,11,SP,3553955,42738,79773.27
2022,11,SP,3511003,38124,80948.61
2022,11,SP,3513702,47483,202801.09000000058
2022,11,SP,3549300,2827,660.5200000000002
2021,10,SP,3540853,1987,66.45
2021,10,SP,3550704,135171,553033.4699999997
2021,10,SP,3513603,28192,61737.27999999999
2021,10,SP,3542305,5333,15198.109999999997
2021,10,SP,3528106,3253,24173.120000000003
2021,10,SP,3524907,224,1144.0
2021,10,SP,3504701,935,0.0
2021,10,SP,3546256,758,1430.0
2021,10,SP,3500550,4691,14951.300000000001
2022,6,SP,3523909,245636,2181194.8799999887
2022,6,SP,3555901,4264,171.54
2022,6,SP,3501004,41787,134753.08000000005
2022,6,SP,3507605,270994,2935118.56
2022,6,SP,3557154,11887,19253.949999999983
2022,6,SP,3525805,263,980.6200000000001
2022,6,SP,3554904,403,1312.27
2022,6,SP,3553203,1819,6770.320000000001
2022,6,SP,3548203,4689,26400.779999999995
2023,11,SP,3502101,60829,607956.5699999994
2023,11,SP,3503307,136279,1086324.2100000004
2023,11,SP,3553005,45868,123866.26999999979
2023,11,SP,3522000,13449,6801.45
2023,11,SP,3537107,78923,189532.39000000007
2023,11,SP,3513900,36367,1110866.9499999995
2023,11,SP,3537305,97046,536975.1400000004
2023,11,SP,3514403,99950,1259748.210000005
2023,11,SP,3540200,33333,203274.52999999994
2023,11,SP,3555356,13220,20086.119999999995
2023,11,SP,3529807,19055,0.0
2023,11,SP,3504305,2873,9837.98
2023,11,SP,3534807,1932,3300.0
2023,8,SP,3503307,165287,1181602.4600000004
2023,8,SP,3550407,156296,693378.2700000003
2023,8,SP,3511003,38498,79173.71
2023,8,SP,3511508,83799,233437.6
2023,8,SP,3530201,32357,171677.41999999995
2023,8,SP,3522802,30747,38642.74
2023,8,SP,3520426,33517,110641.11
2023,8,SP,3522158,191,620.4200000000002
2023,8,SP,3537503,4406,13790.56
2022,8,SP,3554300,41394,146322.8
2022,8,SP,3509502,4901109,21984594.279999245
2022,8,SP,3512407,39937,219774.35000000003
2022,8,SP,3552908,2806,11474.550000000001
2022,8,SP,3521002,31346,137624.44
2022,8,SP,3525607,2063,10754.76
2022,8,SP,3549201,1151,7992.580000000001
2022,8,SP,3500550,6739,22492.280000000002
2023,11,SP,3533205,48,435.59999999999997
2022,5,SP,3551603,31260,76237.71
2022,5,SP,3550803,25985,64518.0
2022,5,SP,3547106,7664,11380.600000000002
2022,5,SP,3542107,9419,36487.570000000036
2022,5,SP,3547601,35852,114235.40000000001
2022,5,SP,3535408,15008,35653.68000000005
2022,3,SP,3505807,24862,81942.32000000004
2022,3,SP,3505500,1101909,10978243.299999781
2022,3,SP,3525201,61745,223039.62999999995
2022,3,SP,3555604,6171,12566.48
2022,3,SP,3515103,52027,147088.64000000004
2022,3,SP,3504909,7183,47629.329999999994
2022,3,SP,3533254,4287,1925.7499999999998
2022,3,SP,3528304,1550,9897.99
2022,3,SP,3529500,842,5527.099999999995
2022,3,SP,3501202,946,4775.089999999997
2022,3,SP,3502606,9387,17895.219999999998
2023,2,SP,3556602,13073,32080.2
2023,2,SP,3520426,31900,89676.87
2023,2,SP,3536109,10531,24791.32
2023,2,SP,3523800,12309,828.78
2023,2,SP,3546009,7886,54723.69999999999
2023,2,SP,3526308,1363,7687.7
2022,5,SP,3514700,10,0.0
2022,7,SP,3503000,2999,19482.34
2022,7,SP,3550605,57167,317011.99999999994
2022,7,SP,3544251,24396,159982.11999999997
2022,7,SP,3509007,137578,643395.0800000178
2022,7,SP,3508702,19650,47961.96000000001
2022,7,SP,3515806,2554,2914.6699999999983
2022,7,SP,3550001,3397,28418.29
2022,2,SP,3527207,102309,964984.4300000019
2022,2,SP,3506508,128643,481377.6399999996
2022,2,SP,3552403,117461,1749794.4199999985
2022,2,SP,3505203,38628,131388.31000000003
2022,2,SP,3525300,160698,5651479.030000015
2022,2,SP,3530300,36122,168716.21000000002
2022,2,SP,3552007,4223,31811.190000000002
2022,2,SP,3543600,3078,8471.66
2022,2,SP,3548609,6068,33859.15000000001
2022,2,SP,3501202,798,4141.459999999999
2022,2,SP,3525805,191,557.9000000000001
2023,4,SP,3545209,131641,682687.0099999969
2023,4,SP,3534906,22235,41355.23000000002
2023,4,SP,3500303,73025,226038.25999999934
2023,4,SP,3531803,72370,323067.5799999999
2023,4,SP,3524501,10504,127423.1
2023,4,SP,3512605,698,2629.5200000000004
2023,4,SP,3552601,23370,35623.64000000002
2023,4,SP,3526506,9994,6934.94
2023,4,SP,3543006,7702,36433.24999999999
2022,9,SP,3510153,1882,6588.1900000000005
2022,9,SP,3522901,1237274,102992.04999999994
2022,9,SP,3537909,42029,179114.19000000003
2022,9,SP,3520400,98151,544921.6400000005
2022,9,SP,3520426,18985,44865.57
2022,9,SP,3547007,4580,14008.469999999998
2022,9,SP,3549201,1003,6882.69
2022,9,SP,3501202,1405,7413.200000000004
2021,5,SP,3526902,265751,2866664.820000005
2021,5,SP,3505807,21579,71013.99999999987
2021,5,SP,3552304,20794,80338.83000000002
2021,5,SP,3536208,58230,1364292.270000012
2021,5,SP,3500808,12010,2410.07
2021,5,SP,3523503,7165,49057.95000000007
2021,5,SP,3553856,5626,12504.78
2022,10,SP,3508504,113237,564044.9100000004
2022,10,SP,3521002,32223,150932.41000000003
2022,10,SP,3521200,872,2804.95
2022,10,SP,3541901,11877,49703.75
2022,10,SP,3511201,543,2365.41
2023,7,SP,3540853,6,0.0
2023,9,SP,3500758,16149,21077.15000000002
2023,9,SP,3514908,12092,63046.769999999895
2023,9,SP,3539301,120282,660935.169999995
2023,9,SP,3513108,32607,79506.1900000001
2023,9,SP,3548104,9988,9697.65
2023,9,SP,3547007,12301,63170.709999999985
2023,9,SP,3506706,7154,36022.15
2023,9,SP,3507753,4648,3725.3400000000015
2023,9,SP,3527900,3363,22032.65
2022,2,SP,3554953,57,0.0
2022,4,SP,3515509,106731,1368653.060000001
2022,4,SP,3507704,10986,0.0
2022,4,SP,3556701,96478,506717.82000000065
2022,4,SP,3543303,114532,836681.49999999
2022,4,SP,3555406,106418,518345.21000000037
2022,4,SP,3507001,90383,351070.7599999999
2022,4,SP,3504404,10232,19204.970000000023
2022,4,SP,3509452,2983,23344.88
2022,4,SP,3532900,3420,22143.01000000003
2022,4,SP,3501509,2751,4989.1
2022,4,SP,3519709,126819,210668.19
2022,12,SP,3513405,77244,588646.199999999
2022,12,SP,3538006,237941,1676351.9200000095
2022,12,SP,3518305,60461,287140.76999999746
2022,12,SP,3502903,39056,167476.50000000015
2022,12,SP,3507704,8378,0.0
2022,12,SP,3556453,32163,141238.94000000006
2022,12,SP,3526605,46,322.51
2024,7,SP,3507506,1775051,6825159.520000001
2024,7,SP,3522505,330198,2042987.4599999993
2024,7,SP,3516309,203764,1575479.67
2024,7,SP,3500907,7520,10940.14
2024,7,SP,3539806,107054,400506.2200000001
2024,7,SP,3542404,15442,90438.76999999999
2024,7,SP,3527702,11001,261.6099999999999
2024,7,SP,3548203,6407,28354.79
2024,6,SP,3539301,122546,611878.3600000001
2024,6,SP,3547908,26025,39610.62
2024,6,SP,3515301,1101,0.0
2024,6,SP,3518800,2123708,11913834.640000014
2024,6,SP,3552007,2610,15251.380000000003
2024,6,SP,3533809,2419,14052.900000000003
2024,6,SP,3514007,1440,7431.429999999999
2024,10,SP,3547304,355854,2140343.62
2024,10,SP,3556404,88091,446743.16000000015
2024,10,SP,3552403,394173,2773810.2900000005
2024,10,SP,3548054,14999,20432.859999999997
2024,10,SP,3555000,102063,1696677.859999998
2024,10,SP,3540002,27038,203131.02
2024,10,SP,3544400,6331,7116.480000000002
2024,10,SP,3514924,3517,4819.949999999999
2024,12,SP,3528502,110392,473694.73999999993
2024,12,SP,3504107,207894,1226885.4499999995
2024,12,SP,3529302,28454,831234.2999999998
2024,12,SP,3550605,79920,460705.14000000013
2024,12,SP,3540200,26285,170978.38
2024,12,SP,3526100,28387,107497.81000000003
2024,12,SP,3519105,10466,38559.36
2024,12,SP,3547403,431,3343.9100000000003
2024,12,SP,3553856,7930,26774.050000000007
2024,9,SP,3506359,191727,760727.91
2024,9,SP,3503000,6532,39379.02
2024,9,SP,3529203,17099,113430.08
2024,9,SP,3544202,14867,88987.87000000001
2024,9,SP,3520905,6463,57587.44
2024,9,SP,3512605,1418,11013.999999999998
2024,9,SP,3506706,13418,52008.78999999999
2024,9,SP,3554953,241,1270.0
2024,8,SP,3520004,37200,83219.66999999998
2024,8,SP,3556453,41003,152108.32999999996
2024,8,SP,3520400,83661,413126.93000000017
2024,8,SP,3527306,98545,663218.9599999996
2024,8,SP,3529203,13870,73151.43
2024,8,SP,3500600,13880,58046.450000000004
2024,8,SP,3514601,2655,22689.250000000004
2024,8,SP,3549300,4010,0.0
2024,8,SP,3517307,3148,24934.120000000003
2024,5,SP,3527009,67498,466165.2300000001
2024,5,SP,3552809,635371,5281538.4
2024,5,SP,3501707,58163,546557.5699999996
2024,5,SP,3535200,8673,136313.95
2024,5,SP,3515194,11585,6961.6799999999985
2024,5,SP,3544806,16904,27635.740000000005
2024,5,SP,3552551,9022,1351.9499999999998
2024,5,SP,3528205,2518,2275.6900000000005
2024,5,SP,3503356,1903,424.40000000000003
2024,5,SP,3536257,20298,22825.040000000005
2024,5,SP,3506201,1295,1661.5900000000001
2024,11,SP,3530201,48130,147959.59999999998
2024,11,SP,3520426,24946,117616.85999999999
2024,11,SP,3556958,1241,4787.26
2024,4,SP,3526704,235302,1406374.9199999997
2024,4,SP,3549805,3628078,18588812.75999979
2024,4,SP,3515400,23203,53773.33000000031
2024,4,SP,3524709,126732,872073.4799999999
2024,4,SP,3549706,62938,760617.0899999999
2024,4,SP,3539103,33458,101163.89
2024,4,SP,3545704,13242,50458.60000000001
2024,4,SP,3505104,2525,7403.330000000002
2024,4,SP,3526100,35471,116588.31000000003
2024,4,SP,3548203,6127,30208.730000000003
2021,11,SP,3526001,18753,51724.66
2021,11,SP,3548054,11070,10901.810000000001
2021,11,SP,3542206,41744,337926.1
2021,11,SP,3516002,17898,31832.190000000002
2021,11,SP,3538105,7389,33314.479999999996
2021,11,SP,3506706,7680,35211.15
2021,11,SP,3504305,1765,403.2
2021,2,SP,3550605,37871,218652.66000000003
2021,2,SP,3502101,71705,461019.5700000002
2021,2,SP,3543600,3139,6491.370000000001
2021,2,SP,3515657,103,401.05
2021,2,SP,3529609,340,1141.2
2021,2,SP,3533700,144,0.0
2021,2,SP,3514304,6077,0.0
2021,7,SP,3520442,49710,327986.15999999945
2021,7,SP,3527306,34366,242400.02999999997
2021,7,SP,3525300,152714,5484937.000000018
2021,7,SP,3524006,88720,365228.05000000016
2021,7,SP,3528809,23281,47258.829999999994
2021,7,SP,3514700,376,2886.86
2021,7,SP,3539400,7851,16104.54
2024,1,SP,3549250,4643,8540.44
2024,1,SP,3504503,126110,1331428.1500000004
2024,1,SP,3538600,15795,89037.18
2024,1,SP,3525607,4801,8665.569999999998
2021,6,SP,3550209,52370,140565.8200000001
2021,6,SP,3507902,18952,59183.740000000005
2021,6,SP,3540754,7938,21183.180000000015
2021,6,SP,3506904,6003,9847.159999999998
2021,6,SP,3556305,24560,45345.09999999999
2021,4,SP,3541208,9942,23264.800000000003
2021,4,SP,3522406,116056,1229882.81
2021,4,SP,3540606,92003,636509.4099999991
2021,4,SP,3523206,6485,35775.73
2022,1,SP,3524709,87181,538273.01
2022,1,SP,3557303,17507,56591.759999999995
2022,1,SP,3515301,522,2676.61
2022,1,SP,3549300,3059,0.0
2023,3,SP,3509700,76442,189288.02000000002
2023,3,SP,3554003,264970,1257656.5899999999
2023,3,SP,3516002,24556,38062.75
2023,3,SP,3504107,296104,1292784.9099999967
2023,3,SP,3539905,17612,34182.39999999996
2023,7,SP,3528809,42979,92124.26999999999
2023,7,SP,3503208,1251158,4579025.669999989
2023,7,SP,3551108,22596,26240.82
2023,7,SP,3528908,12137,5570.8
2023,7,SP,3526209,20340,26586.100000000002
2023,7,SP,3504404,8262,16620.429999999997
2023,7,SP,3549953,20896,81987.49999999999
2023,7,SP,3525508,10244,39025.87
2021,2,SP,3502002,12,0.0
2024,8,SP,3545506,123,0.0
2023,10,SP,3546405,81715,446602.6500000005
2023,10,SP,3549706,172184,725786.9400000004
2023,10,SP,3541505,67922,237505.62999999884
2023,10,SP,3522505,344191,2241678.3700000015
2023,10,SP,3547908,14767,53219.120000000024
2023,10,SP,3530102,49741,193366.79000000018
2023,10,SP,3502754,66474,200908.49000000002
2023,10,SP,3508504,63910,396852.6599999999
2023,10,SP,3528304,1727,12375.719999999996
2023,10,SP,3503109,3577,88.83
2021,3,SP,3510807,40492,312947.0399999998
2021,3,SP,3536505,177844,765833.6700000006
2021,3,SP,3546207,2080,13243.38
2021,3,SP,3516002,13005,25551.599999999995
2021,3,SP,3518859,7289,21476.690000000002
2021,3,SP,3519808,5685,7770.429999999997
2021,3,SP,3506706,4753,22104.3
2023,12,SP,3502309,5613,5400.72
2023,12,SP,3525300,202966,6943079.58000005
2023,12,SP,3511706,25745,83893.87000000007
2023,12,SP,3513405,57102,422166.9600000005
2023,12,SP,3548609,5382,37417.11000000001
2023,12,SP,3530003,5382,2507.9
2021,9,SP,3550308,30102074,146160864.65992022
2021,9,SP,3550704,163250,681285.3699999998
2021,9,SP,3528304,1571,7399.15
2021,9,SP,3535804,16881,46038.29
2021,9,SP,3507100,23957,22219.810000000005
2021,9,SP,3508207,2148,2842.2200000000003
2021,9,SP,3542909,11044,24247.679999999997
2021,9,SP,3537701,12016,6718.529999999994
2021,9,SP,3542701,5278,14035.21
2021,9,SP,3518859,9116,59184.13
2021,9,SP,3542404,9933,55287.91
2021,9,SP,3538303,4396,16.0
2021,8,SP,3525102,90030,89821.34999999986
2021,8,SP,3549805,2557514,11818949.970000124
2021,8,SP,3500105,77721,671346.9299999983
2021,8,SP,3524709,91113,616334.7700000007
2021,8,SP,3557204,12114,100439.43999999994
2021,8,SP,3543709,14945,5163.4800000000005
2021,8,SP,3530409,5427,400.34000000000003
2021,8,SP,3534104,6349,7551.13
2021,8,SP,3544905,4719,31820.959999999995
2024,2,SP,3518404,192526,1414873.91
2024,2,SP,3507456,4434,6179.419999999999
2024,2,SP,3546108,1686,8307.289999999999
2024,2,SP,3525300,63125,5725850.209999995
2024,2,SP,3504404,9507,15789.909999999996
2024,2,SP,3519907,18806,46015.18000000001
2024,2,SP,3534104,2378,12162.539999999999
2023,5,SP,3508504,117404,657554.9800000011
2023,5,SP,3502804,1306686,4808011.949999975
2023,5,SP,3517505,56766,142682.15999999995
2023,5,SP,3538907,17756,84197.15000000001
2023,5,SP,3507308,8105,12070.339999999998
2023,5,SP,3501301,21440,128413.6
2023,5,SP,3525201,44228,212402.19999999992
2023,5,SP,3503158,7136,39467.93000000001
2023,5,SP,3518008,4533,23854.74999999998
2023,5,SP,3534807,2701,0.0
2023,1,SP,3508504,110894,602545.9100000003
2023,1,SP,3553302,26271,55515.32999999975
2023,1,SP,3500709,58754,156769.22000000003
2023,1,SP,3536703,60545,200266.94
2023,1,SP,3525300,199240,6960379.380000081
2023,1,SP,3503208,1124008,4193810.6599999666
2023,1,SP,3507605,249505,3002105.760000002
2023,1,SP,3511409,8150,58172.73
2023,1,SP,3554706,2941,22841.579999999998
2021,1,SP,3520806,8460,6001.21
2021,1,SP,3531803,47024,223293.80999999994
2021,1,SP,3513405,53387,482436.3000000016
2021,1,SP,3529708,22239,110102.64
2021,1,SP,3502903,13333,49015.53
2021,1,SP,3536257,7865,12113.289999999997
2021,1,SP,3542503,2846,900.0
2023,6,SP,3501004,47049,140620.9499999999
2023,6,SP,3521101,12136,40530.02
2023,6,SP,3554607,278,2734.0
2023,6,SP,3527603,5083,16572.469999999998
2021,12,SP,3518503,34199,39204.43000000001
2021,12,SP,3531605,9559,2251.7400000000007
2021,12,SP,3529708,16068,64631.25000000047
2021,12,SP,3512902,3319,14926.03
2021,12,SP,3514700,308,2861.8399999999997
2021,12,SP,3506607,26265,123377.81999999999
2021,12,SP,3555604,5162,7466.769999999999
2021,12,SP,3550001,2973,23679.73
2021,12,SP,3547205,956,4712.399999999997
2022,11,SP,3507001,86566,336487.74000000017
2022,11,SP,3507100,4018,15638.580000000002
2022,11,SP,3528908,7341,7812.780000000001
2022,11,SP,3500501,4978,43669.149999999994
2022,11,SP,3556008,16338,49803.52000000002
2022,11,SP,3507209,701,4169.89
2021,10,SP,3520442,51454,361448.589999999
2021,10,SP,3513306,7285,6046.699999999995
2021,10,SP,3539202,10573,53095.25000000002
2021,10,SP,3503901,494663,421135.09000000055
2021,10,SP,3507100,22440,20248.190000000002
2021,10,SP,3524600,18475,53098.37
2021,10,SP,3525201,48589,197089.3299999999
2021,10,SP,3514957,3777,364.76000000000005
2021,10,SP,3532801,5837,16689.54
2022,6,SP,3544202,9957,62539.189999999995
2022,6,SP,3548500,2026788,7899697.290000081
2022,6,SP,3516309,183681,1231246.4100000018
2022,6,SP,3522802,25449,20979.089999999997
2022,6,SP,3553104,5245,0.0
2022,6,SP,3528601,8605,39469.979999999996
2022,6,SP,3550001,3480,27863.52
2022,6,SP,3530003,3399,2992.06
2022,6,SP,3532405,8069,59446.85
2021,3,SP,3513850,50,0.0
2023,11,SP,3547700,18642,88008.25
2023,11,SP,3546702,42993,223006.12000000002
2023,11,SP,3556503,10048,148000.5799999999
2023,11,SP,3502200,33193,186849.34999999998
2023,11,SP,3538709,2307491,7082496.769999663
2021,8,SP,3501400,195,1228.4999999999998
2023,8,SP,3509700,67294,192382.81
2023,8,SP,3519303,43316,144661.60999999996
2023,8,SP,3536604,10706,26811.970000000005
2023,8,SP,3545001,11360,71958.76000000001
2023,8,SP,3527256,12200,5839.049999999998
2023,8,SP,3551207,2075,10723.849999999999
2023,8,SP,3541109,5353,0.0
2023,8,SP,3507100,4602,24015.730000000003
2022,8,SP,3519071,293326,1648028.180000001
2022,8,SP,3513702,49024,205597.94000000047
2022,8,SP,3551504,59299,403287.1800000002
2022,8,SP,3511003,36698,81590.63
2022,8,SP,3522000,13094,12752.369999999999
2022,8,SP,3501202,1659,10288.170000000015
2022,8,SP,3526308,1458,10294.7
2022,5,SP,3507902,20411,76938.26999999999
2022,5,SP,3554508,27606,143179.58
2022,5,SP,3541307,38905,95628.73
2022,5,SP,3519055,16505,66388.69999999998
2022,5,SP,3511409,9597,65827.36
2022,3,SP,3503406,14784,224873.29999999958
2022,3,SP,3540804,15507,98403.98
2022,3,SP,3539103,16661,70182.80000000002
2022,3,SP,3501152,16639,86019.45000000001
2022,3,SP,3506409,19279,35626.740000000034
2022,3,SP,3552551,8495,3488.4400000000005
2022,3,SP,3537503,2851,15583.779999999999
2022,3,SP,3525805,268,1043.0100000000002
2023,3,SP,3510104,10,0.0
2023,2,SP,3547304,353255,2134383.9899999974
2023,2,SP,3533908,213052,351910.3699999996
2023,2,SP,3529005,1063456,5484601.619999979
2023,2,SP,3510005,51054,278755.06999999995
2023,2,SP,3523701,3012,9215.359999999999
2023,2,SP,3501509,3069,1223.8000000000002
2022,7,SP,3538808,23400,140699.40000000002
2022,7,SP,3552304,24869,90132.29
2022,7,SP,3555406,119935,588193.8500000001
2022,7,SP,3540507,3574,0.0
2022,2,SP,3555109,44488,81373.85
2022,2,SP,3557204,18111,85242.20999999998
2022,2,SP,3531803,59923,248517.05999999997
2022,2,SP,3541000,327114,2762685.989999997
2022,2,SP,3550209,51721,146264.63
2022,2,SP,3512100,2371,9464.970000000001
2022,2,SP,3502408,4087,19601.99
2022,2,SP,3519105,4334,20426.39
2022,2,SP,3548203,2792,12809.88
2023,4,SP,3527108,40115,217533.74999999974
2023,4,SP,3519907,23922,82494.36999999997
2023,4,SP,3520707,10115,48521.73000000005
2023,4,SP,3503505,5612,25217.63
2023,4,SP,3542107,7543,31733.399999999983
2022,9,SP,3530805,120229,889813.5200000012
2022,9,SP,3548005,73992,294876.6499999998
2022,9,SP,3514403,99959,1164412.6400000046
2022,9,SP,3543204,10374,11613.699999999999
2022,9,SP,3522000,12566,5482.750000000001
2022,9,SP,3555356,10203,11323.51
2022,9,SP,3501301,118955,114479.41
2022,9,SP,3514205,452,806.9399999999999
2022,2,SP,3549508,2928,0.0
2023,3,SP,3556909,5,0.0
2021,5,SP,3525904,501047,5784792.439999878
2021,5,SP,3512209,26448,139163.3000000005
2021,5,SP,3532058,4497,10306.06
2021,5,SP,3521804,5672,17603.18
2022,10,SP,3542602,271238,839720.4700000008
2022,10,SP,3512308,29935,95889.39
2022,10,SP,3527009,46489,293445.73999999993
2022,10,SP,3532801,6067,21309.56
2022,10,SP,3525607,2196,11856.000000000002
2023,9,SP,3506003,2009694,8021536.579999894
2023,9,SP,3513504,141294,841489.1199999964
2023,9,SP,3510005,50173,267681.95000000007
2023,9,SP,3549706,60711,752960.8299999997
2023,9,SP,3516606,16578,39755.759999999646
2023,9,SP,3519402,13843,36228.369999999995
2023,9,SP,3523701,3136,11973.209999999997
2023,9,SP,3525854,1685,7428.99
2022,4,SP,3540705,47433,257575.92999999982
2022,4,SP,3531506,41021,161140.10999999996
2022,4,SP,3545308,51934,258497.93000000002
2022,4,SP,3525706,48203,124617.93000000004
2022,4,SP,3502002,7567,8087.28
2022,4,SP,3539103,16589,70903.11
2022,4,SP,3502705,15572,82176.02
2022,4,SP,3515400,6301,57743.0
2022,4,SP,3549706,64808,570356.4800000002
2022,4,SP,3527900,38,0.0
2022,4,SP,3546504,536,0.0
2022,12,SP,3531308,75199,284630.2200000001
2022,12,SP,3539301,65084,418650.0999999987
2022,12,SP,3538808,13876,80047.83999999998
2022,12,SP,3535606,10197,20741.17999999999
2022,12,SP,3504909,11698,66585.91000000005
2022,12,SP,3555307,3,0.0
2022,12,SP,3516853,4582,23184.14
2022,12,SP,3510906,42,420.0
2021,4,SP,3554755,30,0.0
2024,7,SP,3514502,53336,155407.93000000008
2024,7,SP,3555406,122681,763354.9699999997
2024,7,SP,3547502,38364,142732.16999999998
2024,7,SP,3552007,2286,14059.639999999996
2024,7,SP,3539004,15171,331234.62000000005
2024,7,SP,3521002,38453,165128.2
2024,7,SP,3538303,5315,1933.6000000000004
2024,6,SP,3548906,164110,2546675.749999977
2024,6,SP,3545407,9670,61426.07
2024,6,SP,3532207,6056,22825.219999999998
2024,6,SP,3500402,8695,24751.010000000002
2024,10,SP,3547601,22230,98005.12000000001
2024,10,SP,3542206,19338,246877.47000000015
2024,10,SP,3532900,9574,58375.87
2024,10,SP,3522653,2479,9661.380000000001
2024,12,SP,3522901,22330,116342.58000000005
2024,12,SP,3525904,630984,6861400.020000002
2024,12,SP,3551900,12981,47122.69999999997
2024,12,SP,3547601,29309,115526.13999999994
2024,12,SP,3523008,23,345.76
2024,9,SP,3502309,18952,28432.12
2024,9,SP,3525300,236962,7884398.599999989
2024,9,SP,3554508,29465,205375.25000000003
2024,9,SP,3552551,8248,2553.53
2024,8,SP,3526704,218505,1365251.8899999997
2024,8,SP,3521804,31561,63683.83
2024,8,SP,3511300,20261,25982.89
2024,8,SP,3521705,52196,103685.75999999997
2024,8,SP,3539004,16927,59693.850000000006
2024,8,SP,3536802,4064,3495.250000000001
2024,8,SP,3526605,272,1720.3199999999995
2024,8,SP,3554904,4061,26808.079999999998
2024,5,SP,3543907,409380,2681330.500000001
2024,5,SP,3547700,19474,95356.8
2024,5,SP,3556206,184106,838037.72
2024,5,SP,3515707,186784,1005038.72
2024,5,SP,3537107,96097,260465.60000000006
2024,5,SP,3548203,6385,32024.390000000003
2024,5,SP,3554409,3418,10775.599999999997
2024,11,SP,3553955,56142,120517.5200000001
2024,11,SP,3522604,107418,673877.02
2024,11,SP,3523909,345089,3029355.3100000015
2024,11,SP,3540804,24254,159199.95
2024,11,SP,3511003,40943,78905.09000000001
2024,11,SP,3533106,2121,8265.74
2024,4,SP,3551603,49683,137558.46
2024,4,SP,3534906,18116,61509.68
2024,4,SP,3520103,34456,167961.41
2024,4,SP,3509403,18603,102938.34000000001
2024,4,SP,3535200,9157,137684.90000000002
2024,4,SP,3526209,275680,30172.710000000003
2024,4,SP,3538105,15136,57173.39
2024,4,SP,3549953,25941,99476.45
2024,4,SP,3517000,34132,68137.61
2024,4,SP,3540309,3140,21916.100000000002
2024,5,SP,3529658,2226,0.0
2024,10,SP,3546009,8775,58234.29999999999
2021,11,SP,3530805,115194,831611.0600000016
2021,11,SP,3503901,94159,469259.2400000001
2021,11,SP,3504602,37641,125782.95999999999
2021,11,SP,3550902,23899,78524.15000000001
2021,11,SP,3503109,1755,0.0
