id_municipio,nome_municipio,qtd_atendimentos_periodo,populacao,APC
3542008,QUINTANA,952590.0,7225,131.84636678200692
3542107,RAFARD,336596.0,9133,36.85492171247126
3542206,RANCHARIA,1699631.0,29305,57.99798669169084
3542305,REDENCAO DA SERRA,122237.0,4611,26.509867707655605
3542404,REGENTE FEIJO,498508.0,20565,24.240602966204715
3542503,REGINOPOLIS,235507.0,7808,30.162269467213115
3542602,REGISTRO,10019940.0,61732,162.3135488887449
3542701,RESTINGA,123108.0,6492,18.963031423290204
3542800,RIBEIRA,152512.0,3166,48.17182564750474
3542909,RIBEIRAO BONITO,425016.0,11079,38.36230706742486
3543006,RIBEIRAO BRANCO,415996.0,18930,21.975488642366614
3543105,RIBEIRAO CORRENTE,256830.0,4706,54.57501062473438
3543204,RIBEIRAO DO SUL,368387.0,4768,77.26237416107382
3543238,RIBEIRAO DOS INDIOS,55199.0,2045,26.992176039119805
3543253,RIBEIRAO GRANDE,36241.0,7570,4.787450462351387
3543303,RIBEIRAO PIRES,5641531.0,118877,47.45687559410147
3543402,RIBEIRAO PRETO,110359536.0,728400,151.5095222405272
3543501,RIVERSUL,3298.0,5647,0.5840269169470516
3543600,RIFAINA,173844.0,4158,41.80952380952381
3543709,RINCAO,243742.0,9145,26.65303444505194
3543808,RINOPOLIS,646817.0,9357,69.12653628299668
3543907,RIO CLARO,10817660.0,208857,51.794577150873565
3544004,RIO DAS PEDRAS,1494417.0,32267,46.31409799485542
3544103,RIO GRANDE DA SERRA,990696.0,45317,21.86146479246199
3544202,RIOLANDIA,411963.0,10453,39.41098249306419
3544251,ROSANA,870982.0,17533,49.6767238920892
3544301,ROSEIRA,525849.0,11095,47.39513294276701
3544400,RUBIACEA,169150.0,2741,61.71105435972273
3544509,RUBINEIA,277745.0,3965,70.04918032786885
3544608,SABINO,339871.0,5185,65.54889103182256
3544707,SAGRES,45540.0,2519,18.078602620087338
3544806,SALES,657016.0,6612,99.36721113127646
3544905,SALES OLIVEIRA,314994.0,11654,27.028831302557062
3545001,SALESOPOLIS,495303.0,15396,32.170888542478565
3545159,SALTINHO,1467967.0,8371,175.36339744355513
3545209,SALTO,4664618.0,140125,33.2889776984835
3545308,SALTO DE PIRAPORA,1936972.0,45138,42.912224733040894
3545407,SALTO GRANDE,540116.0,9212,58.631784628745116
3545506,SANDOVALINA,67582.0,3699,18.270343336036767
3545605,SANTA ADELIA,1107368.0,14203,77.96719003027529
3545704,SANTA ALBERTINA,300952.0,6543,45.996026287635644
3545803,SANTA BARBARA D'OESTE,9687899.0,189338,51.167219469942644
3546009,SANTA BRANCA,341948.0,14212,24.06051224317478
3546108,SANTA CLARA D'OESTE,40238.0,2677,15.031004856182294
3546207,SANTA CRUZ DA CONCEICAO,205858.0,4365,47.1610538373425
3546256,SANTA CRUZ DA ESPERANCA,108675.0,2162,50.265957446808514
3546306,SANTA CRUZ DAS PALMEIRAS,1300823.0,29525,44.05835732430144
3546405,SANTA CRUZ DO RIO PARDO,3327978.0,47677,69.80258825009963
3546504,SANTA ERNESTINA,44713.0,6256,7.147218670076726
3546603,SANTA FE DO SUL,4379169.0,36098,121.31334145936063
3546702,SANTA GERTRUDES,1417225.0,24107,58.78894097150205
3546801,SANTA ISABEL,2557610.0,54586,46.854688015242004
3546900,SANTA LUCIA,319279.0,7181,44.46163486979529
3547007,SANTA MARIA DA SERRA,355263.0,5314,66.85415882574333
3547106,SANTA MERCEDES,287828.0,3012,95.56042496679947
3547205,SANTANA DA PONTE PENSA,34119.0,1698,20.093639575971732
3547304,SANTANA DE PARNAIBA,14081681.0,162341,86.74137155740078
3547403,SANTA RITA D'OESTE,28647.0,2790,10.26774193548387
3547502,SANTA RITA DO PASSA QUATRO,1268709.0,25060,50.62685554668795
3547601,SANTA ROSA DE VITERBO,917430.0,23725,38.66933614330875
3547650,SANTA SALETE,75787.0,1686,44.950771055753265
3547700,SANTO ANASTACIO,673906.0,18045,37.34585757827653
3547809,SANTO ANDRE,79498268.0,778711,102.0895659622119
3547908,SANTO ANTONIO DA ALEGRIA,498762.0,6917,72.10669365331792
3548005,SANTO ANTONIO DE POSSE,2552992.0,23779,107.36330375541444
3548054,SANTO ANTONIO DO ARACANGUA,542249.0,8568,63.28769841269841
3548104,SANTO ANTONIO DO JARDIM,377314.0,6237,60.49607182940516
3548203,SANTO ANTONIO DO PINHAL,179764.0,7294,24.645462023581025
3548302,SANTO EXPEDITO,19788.0,3063,6.460333006856024
3548401,SANTOPOLIS DO AGUAPEI,472549.0,3933,120.14975845410628
3548500,SANTOS,86176544.0,429567,200.6125796441533
3548609,SAO BENTO DO SAPUCAI,216770.0,11948,18.1427854034148
3548708,SAO BERNARDO DO CAMPO,82574964.0,840499,98.24516626432631
3548807,SAO CAETANO DO SUL,26757484.0,172109,155.46824396167546
3548906,SAO CARLOS,4112759.0,265294,15.50264612090737
3549003,SAO FRANCISCO,42493.0,2629,16.16317991631799
3549102,SAO JOAO DA BOA VISTA,52974328.0,95762,553.1873603308202
3549201,SAO JOAO DAS DUAS PONTES,31896.0,2622,12.164759725400458
3549250,SAO JOAO DE IRACEMA,64914.0,1880,34.52872340425532
3549300,SAO JOAO DO PAU D'ALHO,139301.0,2288,60.88330419580419
3549409,SAO JOAQUIM DA BARRA,4096330.0,49815,82.23085416039346
3549508,SAO JOSE DA BELA VISTA,199479.0,7690,25.94005201560468
3549607,SAO JOSE DO BARREIRO,242941.0,3898,62.32452539763982
3549706,SAO JOSE DO RIO PARDO,3340876.0,53416,62.54448105436573
3549805,SAO JOSE DO RIO PRETO,118442352.0,501597,236.13050317286587
3549904,SAO JOSE DOS CAMPOS,91199548.0,724756,125.8348299289692
3549953,SAO LOURENCO DA SERRA,681018.0,16458,41.37914691943128
3550001,SAO LUIS DO PARAITINGA,107819.0,10497,10.271410879298847
3550100,SAO MANUEL,1122014.0,38166,29.398260231619766
3550209,SAO MIGUEL ARCANJO,2402183.0,32904,73.00580476537807
3550308,SAO PAULO,1233023612.0,11895578,103.65394703813467
3550407,SAO PEDRO,4381605.0,39725,110.29842668344871
3550506,SAO PEDRO DO TURVO,165172.0,7333,22.524478385381155
3550605,SAO ROQUE,2736247.0,81342,33.638796685599075
3550704,SAO SEBASTIAO,6715119.0,84019,79.92381485140265
3550803,SAO SEBASTIAO DA GRAMA,882535.0,10484,84.17922548645555
3550902,SAO SIMAO,1110603.0,13590,81.72207505518764
3551009,SAO VICENTE,14352356.0,338407,42.41152222028504
3551108,SARAPUI,862755.0,10632,81.14700902934537
3551207,SARUTAIA,71673.0,3769,19.016449986733882
3551306,SEBASTIANOPOLIS DO SUL,46737.0,3187,14.664888609978036
3551405,SERRA AZUL,565474.0,13058,43.304793996017764
3551504,SERRANA,2634325.0,45408,58.01455690627202
3551603,SERRA NEGRA,1434432.0,30920,46.39172056921087
3551702,SERTAOZINHO,5183878.0,131600,39.39117021276596
3551801,SETE BARRAS,329796.0,12912,25.54182156133829
3551900,SEVERINIA,449365.0,14724,30.519220320565065
3552007,SILVEIRAS,111583.0,6313,17.675114842388723
3552106,SOCORRO,626795.0,41405,15.138147566718995
3552205,SOROCABA,130621690.0,757459,172.44720836375302
3552304,SUD MENNUCCI,852828.0,7466,114.22823466380927
3552403,SUMARE,8389699.0,289787,28.95126075358798
3552502,SUZANO,15637699.0,318765,49.0571392718774
3552551,SUZANAPOLIS,257824.0,3464,74.42956120092379
3552601,TABAPUA,983681.0,11499,85.54491694929995
3552700,TABATINGA,415551.0,14994,27.714485794317728
3552809,TABOAO DA SERRA,17478392.0,284274,61.48431442903677
3552908,TACIBA,104675.0,6399,16.358024691358025
3553005,TAGUAI,1715457.0,13006,131.8973550668922
3553104,TAIACU,215295.0,5751,37.436098069900886
3553203,TAIUVA,197893.0,6733,29.391504529927225
3553302,TAMBAU,1039553.0,21682,47.94543861267411
3553401,TANABI,513090.0,26021,19.71830444640867
3553500,TAPIRAI,533219.0,8122,65.6511942871214
3553609,TAPIRATIBA,245500.0,11936,20.56802949061662
3553658,TAQUARAL,236221.0,2652,89.07277526395174
3553708,TAQUARITINGA,2197625.0,53322,41.2142267731893
3553807,TAQUARITUBA,2190644.0,24863,88.10859510115432
3553856,TAQUARIVAI,721898.0,7112,101.50421822272216
3553906,TARABAI,15131.0,6635,2.280482290881688
3553955,TARUMA,1789805.0,15248,117.37965634837356
3554003,TATUI,9400925.0,128560,73.12480553827007
3554102,TAUBATE,44153487.0,321298,137.4222279628258
3554201,TEJUPA,8346.0,4142,2.0149686141960403
3554300,TEODORO SAMPAIO,1588809.0,22559,70.42905270623697
3554409,TERRA ROXA,185232.0,7985,23.197495303694428
3554508,TIETE,916548.0,38690,23.689532178857586
3554607,TIMBURI,48664.0,2490,19.543775100401607
3554706,TORRINHA,299753.0,9484,31.606178827498944
3554755,TRABIJU,14401.0,1719,8.377545084351366
3554805,TREMEMBE,1265478.0,53083,23.839609667878605
3554904,TRES FRONTEIRAS,102131.0,7013,14.56309710537573
3554953,TUIUTI,4949.0,6947,0.7123938390672233
3555000,TUPA,4029279.0,65416,61.59470160205454
3555109,TUPI PAULISTA,1804780.0,16206,111.36492657040603
3555208,TURIUBA,181250.0,1839,98.5589994562262
3555307,TURMALINA,10090.0,1672,6.034688995215311
3555356,UBARANA,394117.0,5456,72.23552052785924
3555406,UBATUBA,5209767.0,96598,53.93245201764012
3555505,UBIRAJARA,364730.0,5265,69.27445394112061
3555604,UCHOA,324099.0,10627,30.497694551613815
3555703,UNIAO PAULISTA,70282.0,1628,43.17076167076167
3555802,URANIA,386948.0,8973,43.1235930012259
3555901,URU,168892.0,1419,119.02184637068358
3556008,URUPES,659563.0,14038,46.98411454623166
3556107,VALENTIM GENTIL,1064263.0,14531,73.24086435895671
3556206,VALINHOS,5386549.0,131277,41.03193247865201
3556305,VALPARAISO,1373944.0,24723,55.57351454111556
3556354,VARGEM,532654.0,10805,49.29699213327164
3556404,VARGEM GRANDE DO SUL,1933702.0,41226,46.90491437442391
3556453,VARGEM GRANDE PAULISTA,1477146.0,52103,28.35049805193559
3556503,VARZEA PAULISTA,2382783.0,119576,19.926933498360874
3556602,VERA CRUZ,625186.0,10294,60.733048377695745
3556701,VINHEDO,4754524.0,79235,60.00535117056856
3556800,VIRADOURO,850221.0,17681,48.08670324076692
3556909,VISTA ALEGRE DO ALTO,13192.0,8327,1.584244025459349
3556958,VITORIA BRASIL,19101.0,1826,10.460569550930996
3557006,VOTORANTIM,5547478.0,132849,41.75777009988784
3557105,VOTUPORANGA,48009386.0,100159,479.33172256112783
3557154,ZACARIAS,442985.0,2761,160.44367982614995
3557204,CHAVANTES,743605.0,12411,59.9149947627105
3557303,ESTIVA GERBI,749055.0,11566,64.76353103925298
