id_municipio,ano,qtd_estabelecimentos,total_leitos,qtd_profissionais,populacao,EPC,PPC
3509106,2024,7,0,92,5585,1.2533572068039391,16.472694717994628
3509205,2021,84,32,1174,79034,1.0628337171343978,14.854366475187893
3509205,2022,99,32,1362,92689,1.0680879068713653,14.694300294533333
3509205,2023,104,34,1548,92689,1.1220317405517375,16.701010907443173
3509205,2024,111,34,1543,97363,1.1400634738042172,15.847909370089255
3509254,2021,38,0,378,28441,1.336099293273795,13.290671917302486
3509254,2022,40,0,387,28515,1.4027704716815712,13.5718043135192
3509254,2023,40,0,412,28515,1.4027704716815712,14.448535858320183
3509254,2024,46,0,407,29257,1.572273302115733,13.911200738284855
3509304,2021,11,20,169,10649,1.032960841393558,15.870034745046484
3509304,2022,11,20,176,9133,1.2044235191065367,19.270776305704587
3509304,2023,11,20,151,9133,1.2044235191065367,16.533450125917003
3509304,2024,12,20,159,9232,1.2998266897746968,17.22270363951473
3509403,2021,75,48,429,26613,2.8181715702851986,16.11994138203134
3509403,2022,77,57,447,23830,3.2312211498111623,18.757868233319346
3509403,2023,80,46,404,23830,3.357112882920688,16.953420058749476
3509403,2024,79,46,473,24217,3.262171202048148,19.531733905933848
3509452,2021,4,0,46,6088,0.657030223390276,7.555847568988174
3509452,2022,5,0,58,5954,0.8397715821296607,9.741350352704066
3509452,2023,5,0,67,5954,0.8397715821296607,11.252939200537453
3509452,2024,5,0,72,6077,0.8227743952608195,11.8479512917558
3509502,2021,1997,2793,36589,1223237,1.632553626157482,29.91161974335309
3509502,2022,2350,2906,39084,1139047,2.063128211566336,34.31289490249305
3509502,2023,2541,2602,39383,1139047,2.2308122491872595,34.57539504515617
3509502,2024,2830,2782,40673,1185977,2.38621828247934,34.29493152059442
3509601,2021,31,40,728,86407,0.3587672295068687,8.425243325193561
3509601,2022,29,60,768,77632,0.3735572959604287,9.892827699917559
3509601,2023,45,44,911,77632,0.5796578730420445,11.7348516075845
3509601,2024,53,44,950,79663,0.6653025871483624,11.925235052659328
3509700,2021,84,42,676,52713,1.5935348016618291,12.824161022897577
3509700,2022,86,43,753,46974,1.830800017030698,16.03014433516413
3509700,2023,89,36,798,46974,1.8946651339038618,16.98812108826159
3509700,2024,101,36,916,47983,2.104912156388721,19.09009440843632
3509809,2021,2,0,63,5028,0.3977724741447892,12.52983293556086
3509809,2022,4,0,72,4888,0.8183306055646482,14.729950900163667
3509809,2023,5,0,97,4888,1.0229132569558101,19.844517184942717
3509809,2024,5,0,83,4991,1.0018032458425166,16.629933880985774
3509908,2021,8,0,163,12542,0.6378568011481422,12.996332323393398
3509908,2022,9,0,163,12289,0.7323622752054683,13.26389453983237
3509908,2023,9,0,186,12289,0.7323622752054683,15.135487020913013
3509908,2024,9,0,162,12489,0.720634158059092,12.971414845063657
3509957,2021,4,0,68,5268,0.7593014426727411,12.908124525436598
3509957,2022,4,0,60,4931,0.8111944838775097,12.167917258162644
3509957,2023,4,0,58,4931,0.8111944838775097,11.76232001622389
3509957,2024,3,0,74,5049,0.5941770647653001,14.656367597544069
3510005,2021,83,19,545,31410,2.6424705507800064,17.351162050302452
3510005,2022,83,19,556,29449,2.818431865258583,18.88009779619002
3510005,2023,84,19,570,29449,2.852388875683385,19.355495942137253
3510005,2024,87,19,569,30172,2.883468116134164,18.858544345751028
3510104,2021,2,0,56,2805,0.7130124777183601,19.964349376114082
3510104,2022,2,0,57,2889,0.6922810661128419,19.73001038421599
3510104,2023,2,0,63,2889,0.6922810661128419,21.806853582554517
3510104,2024,2,0,66,2951,0.6777363605557438,22.365299898339547
3510153,2021,3,0,46,5365,0.5591798695246971,8.574091332712023
3510153,2022,3,0,52,6283,0.4774789113480821,8.276301130033422
3510153,2023,3,0,67,6283,0.4774789113480821,10.663695686773835
3510153,2024,5,0,76,6524,0.7664009809932557,11.649294911097487
3510203,2021,55,36,541,47098,1.1677778249607202,11.486687332795448
3510203,2022,56,43,570,46337,1.208537453870557,12.301184798325313
3510203,2023,52,43,606,46337,1.12221335002266,13.078101732956386
3510203,2024,60,43,726,47403,1.2657426745142712,15.315486361622684
3510302,2021,18,59,240,21257,0.8467798842734159,11.290398456978878
3510302,2022,18,59,208,22866,0.7871949619522435,9.096475115892591
3510302,2023,18,59,269,22866,0.7871949619522435,11.764191375841861
3510302,2024,20,59,330,23597,0.847565368479044,13.984828579904224
3510401,2021,145,95,989,56973,2.5450652063258037,17.359099924525655
3510401,2022,141,104,1019,50068,2.816170008788048,20.352320843652635
3510401,2023,144,87,1064,50068,2.876088519613326,21.251098506031795
3510401,2024,143,87,1099,51318,2.786546630811801,21.415487743092093
3510500,2021,213,252,3234,125194,1.701359490071409,25.83190887742224
3510500,2022,234,412,3591,134873,1.7349654860498396,26.625047266687922
3510500,2023,246,304,4122,134873,1.8239380750780365,30.562084331185634
3510500,2024,258,304,4419,141084,1.8286977970570726,31.32176575657055
3510609,2021,121,207,3947,405375,0.2984890533456676,9.736663583102066
3510609,2022,129,207,4175,386984,0.33334711512620674,10.788559733735761
3510609,2023,132,207,3755,386984,0.3410993736175139,9.703243544952764
3510609,2024,138,207,4124,398462,0.3463316451757006,10.349794961627458
3510708,2021,21,17,197,12371,1.6975183897825559,15.92433918034112
3510708,2022,20,17,214,11345,1.762891141472014,18.86293521375055
3510708,2023,22,17,185,11345,1.9391802556192155,16.30674305861613
3510708,2024,23,17,203,11491,2.001566443303455,17.665999477852232
3510807,2021,75,40,787,30655,2.4465829391616376,25.672810308269447
3510807,2022,87,92,891,28083,3.09795961969875,31.72737955346651
3510807,2023,91,82,869,28083,3.2403945447423705,30.943987465726597
3510807,2024,93,42,1026,28786,3.230737163899118,35.64232613075801
3510906,2021,5,0,72,2488,2.0096463022508035,28.938906752411576
3510906,2022,5,0,85,2799,1.7863522686673812,30.36798856734548
3510906,2023,5,0,120,2799,1.7863522686673812,42.87245444801715
3510906,2024,5,0,76,2855,1.7513134851138354,26.619964973730298
3511003,2021,32,18,299,21521,1.486919752799591,13.89340644022118
3511003,2022,36,21,330,19977,1.8020723832407268,16.51899684637333
3511003,2023,35,21,323,19977,1.7520148170395955,16.16859388296541
3511003,2024,36,21,361,20418,1.7631501616220981,17.680478009599373
3511102,2021,563,484,4083,123114,4.572997384537908,33.164384229250935
3511102,2022,587,479,4091,115791,5.069478629599883,35.330897910891174
3511102,2023,594,444,4349,115791,5.129932378164106,37.55905035797255
3511102,2024,630,445,4520,119172,5.286476689155171,37.92837243647837
3511201,2021,13,0,104,7905,1.644528779253637,13.156230234029096
3511201,2022,13,0,112,7003,1.8563472797372556,15.993145794659432
3511201,2023,14,0,119,7003,1.999143224332429,16.992717406825648
3511201,2024,16,0,124,7105,2.251935256861365,17.45249824067558
3511300,2021,19,30,145,9452,2.010156580617859,15.340668641557341
3511300,2022,18,30,153,12618,1.4265335235378032,12.125534950071328
3511300,2023,17,60,172,12618,1.3472816611190364,13.631320336027898
3511300,2024,18,60,222,13160,1.3677811550151975,16.869300911854104
3511409,2021,30,33,248,20391,1.4712373105781962,12.16222843411309
3511409,2022,31,33,258,21469,1.4439424286180074,12.017327309143415
3511409,2023,34,33,266,21469,1.5836787926778144,12.3899576133029
3511409,2024,36,27,299,22076,1.630730204747237,13.544120311650662
3511508,2021,130,47,681,50631,2.567596926783986,13.450257747229958
3511508,2022,137,31,681,44695,3.0652198232464483,15.236603646940374
3511508,2023,139,31,695,44695,3.1099675578923813,15.549837789461908
3511508,2024,148,31,739,46217,3.2022848735313847,15.989787307700631
3511607,2021,16,17,191,18595,0.860446356547459,10.271578381285291
3511607,2022,20,22,221,19048,1.0499790004199916,11.602267954640908
3511607,2023,21,22,230,19048,1.1024779504409912,12.074758504829903
3511607,2024,21,22,238,19588,1.072084949969369,12.150296099652849
3511706,2021,23,21,150,17539,1.3113632476195907,8.552369006214722
3511706,2022,24,21,181,15535,1.5448986160283233,11.65111039588027
3511706,2023,24,21,183,15535,1.5448986160283233,11.779851947215965
3511706,2024,24,21,203,15798,1.519179642992784,12.849727813647297
3511904,2021,10,16,90,8894,1.124353496739375,10.119181470654375
3511904,2022,11,16,83,6982,1.575479805213406,11.887711257519337
3511904,2023,11,16,84,6982,1.575479805213406,12.030936694356917
3511904,2024,12,16,107,7087,1.693241145759842,15.098066883025258
3512001,2021,43,27,390,18601,2.3117036718455997,20.96661469813451
3512001,2022,44,53,419,18486,2.3801795953694684,22.665801146813802
3512001,2023,45,51,504,18486,2.4342745861733204,27.26387536514119
3512001,2024,50,51,545,18842,2.653646109754803,28.924742596327356
3512100,2021,11,12,165,6223,1.7676361883336014,26.514542825004018
3512100,2022,11,12,169,6629,1.6593754714134863,25.49404133353447
3512100,2023,12,12,177,6629,1.8102277869965304,26.700859858198825
3512100,2024,13,12,191,6781,1.9171213685297153,28.166937029936587
3512209,2021,41,26,342,28491,1.4390509283633428,12.003790670738129
3512209,2022,44,27,346,28101,1.5657805772036582,12.31272908437422
3512209,2023,42,27,358,28101,1.4946087327853101,12.73976015088431
3512209,2024,44,27,407,29034,1.515464627677895,14.018047806020526
3512308,2021,42,10,177,18138,2.3155805491233874,9.75851802844856
3512308,2022,42,10,262,15232,2.7573529411764706,17.20063025210084
3512308,2023,44,11,266,15232,2.888655462184874,17.46323529411765
3512308,2024,45,11,264,15381,2.925687536571094,17.164033547883754
3512407,2021,41,0,371,25116,1.6324255454690237,14.771460423634336
3512407,2022,48,0,387,24514,1.9580647793097823,15.78689728318512
3512407,2023,51,0,429,24514,2.0804438280166435,17.500203965081177
3512407,2024,54,0,466,25130,2.1488261042578594,18.54357341822523
3512506,2021,2,0,53,6197,0.32273680813296757,8.55252541552364
3512506,2022,2,0,56,5400,0.37037037037037035,10.37037037037037
3512506,2023,2,0,59,5400,0.37037037037037035,10.925925925925926
3512506,2024,2,0,62,5498,0.3637686431429611,11.276827937431793
3512605,2021,4,6,68,4591,0.8712698758440427,14.811587889348726
3512605,2022,5,6,58,4280,1.1682242990654206,13.551401869158878
3512605,2023,5,2,63,4280,1.1682242990654206,14.719626168224298
3512605,2024,6,2,62,4295,1.3969732246798603,14.435389988358557
3512704,2021,6,0,79,4072,1.4734774066797642,19.400785854616895
3512704,2022,5,1,90,4195,1.1918951132300357,21.454112038140643
3512704,2023,5,2,82,4195,1.1918951132300357,19.547079856972584
3512704,2024,5,2,97,4285,1.1668611435239205,22.63710618436406
3512803,2021,82,75,768,74662,1.0982829283973106,10.286357183038227
3512803,2022,86,67,859,59773,1.4387767052013452,14.371037090325062
3512803,2023,83,67,932,59773,1.388586820136182,15.592324293577368
3512803,2024,79,67,937,61204,1.2907653094568983,15.309456898241946
3512902,2021,5,0,72,7289,0.6859651529702291,9.877898202771298
3512902,2022,5,0,80,8719,0.5734602592040372,9.175364147264595
3512902,2023,5,0,100,8719,0.5734602592040372,11.469205184080744
3512902,2024,7,0,91,8968,0.7805530776092774,10.147190008920607
3513009,2021,187,293,3284,257882,0.7251378537470625,12.734506479707774
3513009,2022,198,337,3394,274413,0.7215401602693751,12.368218706839691
3513009,2023,213,484,3919,274413,0.7762022936231155,14.28139337422061
3513009,2024,242,470,4114,287004,0.8431938230826052,14.334294992404287
3513108,2021,75,15,432,35858,2.0915834681242678,12.047520776395784
3513108,2022,99,15,457,33281,2.974670232264655,13.731558546918663
3513108,2023,103,15,549,33281,3.094858928517773,16.49589856074036
3513108,2024,104,15,534,34252,3.0363190470629453,15.590330491650123
3513207,2021,14,0,121,8803,1.5903669203680562,13.745314097466773
3513207,2022,14,0,116,9272,1.5099223468507335,12.510785159620362
3513207,2023,14,0,115,9272,1.5099223468507335,12.402933563416738
3513207,2024,14,0,143,9543,1.4670439065283454,14.984805616682385
3513306,2021,4,0,43,2021,1.9792182088075212,21.27659574468085
3513306,2022,3,0,58,2108,1.4231499051233396,27.514231499051235
3513306,2023,3,0,63,2108,1.4231499051233396,29.88614800759013
3513306,2024,3,0,66,2129,1.4091122592766556,31.000469704086424
3513405,2021,293,149,1201,82895,3.5345919536763377,14.48820797394294
3513405,2022,298,119,1380,74961,3.975400541614973,18.409572977948535
3513405,2023,307,115,1536,74961,4.095462974079855,20.49065514067315
3513405,2024,316,115,1577,76513,4.130017121273509,20.610876583064314
3513504,2021,168,151,2006,132521,1.2677236060699815,15.13722353438323
3513504,2022,173,125,2079,112476,1.538105907037946,18.483943241224797
3513504,2023,175,91,2152,112476,1.5558874782175753,19.132970589281268
3513504,2024,169,110,2555,115082,1.4685181001372936,22.201560626336004
3513603,2021,22,31,232,21373,1.029336078229542,10.854816824966077
3513603,2022,25,31,263,22110,1.1307100859339665,11.895070104025327
3513603,2023,22,31,258,22110,0.9950248756218905,11.668928086838536
3513603,2024,23,31,270,22456,1.0242251514071963,12.023512646954044
3513702,2021,123,37,480,34097,3.607355485819867,14.077484822711677
3513702,2022,127,33,489,31756,3.9992442373094845,15.398664819246756
3513702,2023,127,33,529,31756,3.9992442373094845,16.658269303438722
3513702,2024,130,33,543,32622,3.985040770032493,16.645208754828033
3513801,2021,186,481,5981,429550,0.43301129088581075,13.923873821441044
3513801,2022,193,528,6051,393237,0.49079817006029436,15.387666979455139
3513801,2023,207,505,6982,393237,0.5264001098574141,17.755195975963602
3513801,2024,213,488,7082,404118,0.5270737754814188,17.524584403565296
3513850,2021,3,0,33,1805,1.6620498614958448,18.282548476454295
3513850,2022,3,0,41,1620,1.8518518518518519,25.308641975308642
3513850,2023,3,0,35,1620,1.8518518518518519,21.604938271604937
3513850,2024,3,0,39,1641,1.8281535648994516,23.76599634369287
3513900,2021,31,28,681,11027,2.8112814001995106,61.7575043076086
3513900,2022,31,20,675,11158,2.77827567664456,60.49471231403478
3513900,2023,24,20,725,11158,2.1509231044990145,64.97580211507437
3513900,2024,14,20,756,11314,1.237404984974368,66.81986918861588
3514007,2021,10,0,95,9088,1.1003521126760565,10.453345070422536
3514007,2022,10,0,99,8759,1.141682840506907,11.302660121018382
3514007,2023,10,0,102,8759,1.141682840506907,11.645164973170454
3514007,2024,13,0,105,8958,1.4512167894619334,11.72136637642331
3514106,2021,47,36,361,27704,1.6965059197227836,13.030609298296275
3514106,2022,50,36,395,24510,2.039983680130559,16.115871073031414
3514106,2023,49,36,433,24510,1.9991840065279476,17.666258669930638
3514106,2024,51,36,413,24855,2.0519010259505133,16.616374974854157
3514205,2021,3,0,49,2108,1.4231499051233396,23.244781783681212
3514205,2022,3,0,54,2207,1.359311282283643,24.467603081105576
3514205,2023,3,0,58,2207,1.359311282283643,26.28001812415043
3514205,2024,3,0,62,2250,1.3333333333333333,27.555555555555557
3514304,2021,16,15,141,8883,1.8011932905549926,15.873015873015872
3514304,2022,16,16,134,8096,1.976284584980237,16.551383399209488
3514304,2023,18,16,146,8096,2.223320158102767,18.033596837944664
3514304,2024,18,14,155,8186,2.1988761299780113,18.934766674810653
3514403,2021,220,127,949,47287,4.652441474400998,20.068940723666124
3514403,2022,230,149,1013,45474,5.057835246514492,22.276465672692087
3514403,2023,247,134,1113,45474,5.431675242995998,24.475524475524477
3514403,2024,253,127,1286,46664,5.421738385050575,27.55871764100806
3514502,2021,47,50,240,12421,3.783914338620079,19.322115771676998
3514502,2022,48,50,243,12328,3.893575600259572,19.71122647631408
3514502,2023,48,50,252,12328,3.893575600259572,20.441271901362754
3514502,2024,50,50,249,12529,3.9907414797669407,19.873892569239363
3514601,2021,5,0,131,10174,0.49144879103597405,12.87595832514252
3514601,2022,5,0,124,9471,0.5279273571956499,13.092598458452118
3514601,2023,5,0,173,9471,0.5279273571956499,18.266286558969483
3514601,2024,5,0,166,9719,0.514456219775697,17.079946496553145
3514700,2021,6,0,96,6026,0.9956853634251577,15.930965814802523
3514700,2022,6,0,107,6205,0.9669621273166801,17.244157937147463
3514700,2023,6,0,118,6205,0.9669621273166801,19.016921837228043
3514700,2024,6,0,110,6295,0.9531374106433678,17.474185861795075
3514809,2021,10,2,191,15592,0.6413545407901488,12.249871729091842
3514809,2022,15,2,173,13069,1.1477542275614048,13.237432091208202
3514809,2023,16,2,213,13069,1.2242711760654985,16.298110031371948
3514809,2024,17,2,204,13162,1.2915970217292205,15.499164260750646
3514908,2021,14,6,200,18095,0.7736943907156673,11.052777010223817
3514908,2022,14,6,195,17699,0.7910051415334199,11.017571614215493
3514908,2023,13,6,258,17699,0.7345047742810328,14.577094751115881
3514908,2024,16,6,268,18103,0.883831409158703,14.804176103408276
3514924,2021,4,0,55,3742,1.0689470871191875,14.69802244788883
3514924,2022,4,0,57,3138,1.2746972594008923,18.164435946462717
3514924,2023,4,0,58,3138,1.2746972594008923,18.483110261312937
3514924,2024,4,0,60,3189,1.2543116964565695,18.81467544684854
3514957,2021,3,0,47,2446,1.2264922322158627,19.215044971381847
3514957,2022,3,0,57,2323,1.2914334911752046,24.537236332328884
3514957,2023,3,0,86,2323,1.2914334911752046,37.021093413689194
3514957,2024,5,0,81,2353,2.1249468763280914,34.42413939651508
3515004,2021,106,88,2208,279264,0.3795691532027043,7.906497078033689
3515004,2022,134,148,2780,250691,0.5345225795900131,11.089349039255499
3515004,2023,153,188,3016,250691,0.6103130946065076,12.03074701524985
3515004,2024,175,77,2930,259323,0.6748340872194136,11.298650717445039
3515103,2021,40,19,612,70402,0.5681656771114457,8.692934859805119
3515103,2022,41,21,608,66970,0.6122144243691205,9.078691951620128
3515103,2023,43,11,530,66970,0.6420785426310288,7.913991339405704
3515103,2024,47,11,649,68805,0.6830898917229853,9.432454036770583
3515129,2021,3,0,38,3238,0.9264978381717109,11.73563928350834
3515129,2022,3,0,44,3014,0.9953550099535502,14.598540145985401
3515129,2023,4,0,48,3014,1.3271400132714002,15.925680159256803
3515129,2024,4,0,61,3062,1.3063357282821686,19.921619856303067
3515152,2021,22,0,316,21712,1.013264554163596,14.554163596168017
3515152,2022,31,0,354,19566,1.5843810692016764,18.092609628948175
3515152,2023,39,0,345,19566,1.9932536031892056,17.632628028212203
3515152,2024,46,0,343,20139,2.2841253289637025,17.0316301703163
3515186,2021,169,75,888,44607,3.788643038088192,19.907189454569913
3515186,2022,171,75,1057,39816,4.294755877034358,26.547116736990155
3515186,2023,174,77,1116,39816,4.370102471368294,28.028933092224232
3515186,2024,176,76,1221,40681,4.326343993510484,30.01401145497898
3515194,2021,5,0,55,4926,1.0150223304912709,11.165245635403979
3515194,2022,5,0,60,4157,1.2027904738994466,14.433485686793361
3515194,2023,5,0,52,4157,1.2027904738994466,12.509020928554246
3515194,2024,5,0,61,4217,1.185677021579322,14.465259663267727
3515202,2021,27,33,182,8420,3.2066508313539193,21.61520190023753
3515202,2022,28,33,185,9417,2.9733460762450887,19.64532228947648
3515202,2023,28,33,193,9417,2.9733460762450887,20.49484973983222
3515202,2024,28,47,199,9655,2.900051786639047,20.611082340756084
3515301,2021,2,0,55,2774,0.7209805335255948,19.826964671953856
3515301,2022,2,0,63,2703,0.7399186089530152,23.307436182019977
3515301,2023,2,0,71,2703,0.7399186089530152,26.26711061783204
3515301,2024,2,0,74,2749,0.7275372862859222,26.91887959257912
3515350,2021,14,0,116,9280,1.5086206896551724,12.5
3515350,2022,14,0,128,7924,1.7667844522968197,16.153457849570923
3515350,2023,14,0,132,7924,1.7667844522968197,16.658253407370015
3515350,2024,17,0,132,7928,2.1442986881937434,16.64984863773966
3515400,2021,35,12,260,16102,2.173643025711092,16.147062476710968
3515400,2022,35,12,269,16641,2.1032389880415843,16.16489393666246
3515400,2023,39,12,268,16641,2.3436091581034795,16.10480139414699
3515400,2024,36,12,274,16984,2.119642016015073,16.132830899670278
3515509,2021,408,122,1856,69680,5.855338691159587,26.636050516647533
3515509,2022,429,122,1946,71186,6.026465878122103,27.336835894698396
3515509,2023,464,112,2022,71186,6.518135588458405,28.404461551428653
3515509,2024,495,112,2124,73286,6.7543596321261905,28.982343148759654
3515608,2021,7,0,103,5805,1.205857019810508,17.743324720068905
3515608,2022,9,0,126,5942,1.5146415348367555,21.204981487714576
3515608,2023,9,0,123,5942,1.5146415348367555,20.700100976102323
3515608,2024,9,0,132,6066,1.483679525222552,21.76063303659743
3515657,2021,2,0,43,1739,1.1500862564692351,24.726854514088554
3515657,2022,3,0,41,1656,1.8115942028985508,24.75845410628019
3515657,2023,3,0,57,1656,1.8115942028985508,34.42028985507246
3515657,2024,3,0,58,1689,1.7761989342806395,34.33984606275903
3515707,2021,58,207,1619,198661,0.29195463628996127,8.149561312990471
3515707,2022,59,191,1762,179198,0.329244746035112,9.83269902565877
3515707,2023,66,197,2118,179198,0.36830768200537956,11.819328340718087
3515707,2024,70,197,2515,185622,0.3771104718190732,13.549040523213844
3515806,2021,4,0,38,1397,2.863278453829635,27.20114531138153
3515806,2022,3,0,43,1487,2.017484868863484,28.917283120376595
3515806,2023,3,0,47,1487,2.017484868863484,31.60726294552791
3515806,2024,3,0,46,1492,2.0107238605898123,30.831099195710454
3515905,2021,3,0,35,2884,1.0402219140083218,12.135922330097086
3515905,2022,3,0,36,2733,1.0976948408342482,13.172338090010976
3515905,2023,3,0,43,2733,1.0976948408342482,15.733626051957557
3515905,2024,3,0,39,2756,1.0885341074020318,14.150943396226415
3516002,2021,16,28,144,14936,1.0712372790573113,9.6411355115158
3516002,2022,18,28,152,12958,1.389103256675413,11.730205278592376
3516002,2023,18,28,153,12958,1.389103256675413,11.80737768174101
3516002,2024,20,28,158,13171,1.5184875863639815,11.996051932275453
3516101,2021,7,0,58,2631,2.6605853287723296,22.044849866970733
3516101,2022,7,0,67,3851,1.8177096857958972,17.398078421189304
3516101,2023,7,0,78,3851,1.8177096857958972,20.254479356011423
3516101,2024,7,0,82,3987,1.7557060446450965,20.566842237271132
3516200,2021,314,391,5844,358539,0.875776414839111,16.299482064712624
3516200,2022,410,358,6322,352536,1.1630017927247147,17.93292032586743
3516200,2023,486,411,6786,352536,1.3785826128395398,19.249097964463203
3516200,2024,409,444,7057,364331,1.122605542761939,19.36974893709292
3516309,2021,72,160,1832,179372,0.4014004415404857,10.213411234752359
3516309,2022,78,170,2112,165139,0.4723293710147209,12.789226045937058
3516309,2023,82,160,2200,165139,0.4965513900411168,13.32211046451777
3516309,2024,85,160,2522,171107,0.49676518202060693,14.739315165364362
3516408,2021,107,229,3321,158438,0.6753430363927845,20.96088059682652
3516408,2022,119,253,3317,144849,0.8215451953413555,22.899709352498117
3516408,2023,120,210,3492,144849,0.8284489364786778,24.107864051529525
3516408,2024,123,199,3709,149786,0.821171538060967,24.761993777789648
3516507,2021,3,0,52,2776,1.080691642651297,18.731988472622476
3516507,2022,3,0,52,2763,1.0857763300760044,18.820123054650743
3516507,2023,3,0,48,2763,1.0857763300760044,17.37242128121607
3516507,2024,3,0,46,2811,1.0672358591248667,16.364283173247955
3516606,2021,11,34,106,6419,1.7136625642623462,16.513475619255335
3516606,2022,11,34,114,6380,1.7241379310344827,17.86833855799373
3516606,2023,12,34,131,6380,1.8808777429467085,20.53291536050157
3516606,2024,13,34,144,6435,2.0202020202020203,22.377622377622377
3516705,2021,75,64,836,44429,1.6880866100970087,18.816538747214654
3516705,2022,77,79,903,42110,1.8285442887675136,21.443837568273572
3516705,2023,79,65,960,42110,1.876038945618618,22.797435288530043
3516705,2024,82,65,1024,43115,1.9018902934013684,23.750434883451238
3516804,2021,2,0,45,4911,0.4072490327835471,9.16310323762981
3516804,2022,2,0,46,3252,0.6150061500615006,14.145141451414514
3516804,2023,2,0,48,3252,0.6150061500615006,14.760147601476014
3516804,2024,2,0,49,3235,0.6182380216383307,15.146831530139105
3516853,2021,8,0,92,4841,1.6525511258004544,19.004337946705228
3516853,2022,8,0,95,4702,1.7014036580178649,20.204168438962142
3516853,2023,8,0,114,4702,1.7014036580178649,24.245002126754574
3516853,2024,9,0,121,4797,1.876172607879925,25.224098394830104
3516903,2021,19,27,124,10855,1.7503454629203132,11.423307231690465
3516903,2022,21,27,134,10312,2.0364623739332814,12.994569433669511
3516903,2023,21,27,126,10312,2.0364623739332814,12.21877424359969
3516903,2024,21,27,129,10449,2.0097616996841805,12.345679012345679
3517000,2021,18,30,118,11485,1.567261645624728,10.274270787984328
3517000,2022,19,30,116,10232,1.8569194683346366,11.336982017200938
3517000,2023,18,30,125,10232,1.7591868647380766,12.216575449569977
3517000,2024,19,30,162,10355,1.834862385321101,15.644616127474649
3517109,2021,3,0,60,4842,0.6195786864931846,12.391573729863694
3517109,2022,3,0,70,4138,0.7249879168680522,16.916384726921216
3517109,2023,3,0,70,4138,0.7249879168680522,16.916384726921216
3517109,2024,3,0,64,4173,0.7189072609633358,15.336688233884496
3517208,2021,14,0,112,12416,1.1275773195876289,9.02061855670103
3517208,2022,14,0,163,11239,1.2456624254826942,14.50306966811994
3517208,2023,14,0,161,11239,1.2456624254826942,14.325117893050983
3517208,2024,15,0,164,11459,1.30901474823283,14.311894580678942
3517307,2021,7,0,64,5806,1.2056493282810885,11.023079572855668
3517307,2022,7,0,68,5512,1.269956458635704,12.336719883889696
3517307,2023,6,0,69,5512,1.0885341074020318,12.518142235123367
3517307,2024,6,0,77,5606,1.0702818408847663,13.735283624687833
3517406,2021,80,40,435,41283,1.9378436644623696,10.537024925514135
3517406,2022,86,60,503,39279,2.1894651085821937,12.805824995544693
3517406,2023,91,60,585,39279,2.3167595916392982,14.893454517681203
3517406,2024,95,60,631,40424,2.350089056006333,15.609538887789432
3517505,2021,21,0,266,22087,0.9507855299497442,12.043283379363427
3517505,2022,23,0,277,21711,1.059370825848648,12.758509511307633
3517505,2023,24,0,270,21711,1.1054304269725024,12.436092303440653
3517505,2024,23,0,310,22316,1.030650654239111,13.8913783832228
3517604,2021,21,19,262,16896,1.2428977272727273,15.506628787878787
3517604,2022,20,20,227,17071,1.171577529142991,13.297404955772947
3517604,2023,20,0,222,17071,1.171577529142991,13.0045105734872
3517604,2024,20,0,226,17256,1.1590171534538711,13.096893834028744
3517703,2021,57,34,306,21394,2.664298401420959,14.30307562868094
3517703,2022,57,34,313,18606,3.0635278942276685,16.822530366548424
3517703,2023,58,38,340,18606,3.1172739976351713,18.273675158551004
3517703,2024,60,38,378,18790,3.1931878658861095,20.11708355508249
3517802,2021,15,23,131,8258,1.8164204407846938,15.86340518285299
3517802,2022,13,23,137,7441,1.7470770057787932,18.41150383013036
3517802,2023,13,23,141,7441,1.7470770057787932,18.949065985754604
3517802,2024,13,23,160,7486,1.7365749398877905,21.37323002938819
3517901,2021,19,0,160,11382,1.6693024073097873,14.057283429977156
3517901,2022,19,0,165,10350,1.8357487922705313,15.942028985507246
3517901,2023,19,0,198,10350,1.8357487922705313,19.130434782608695
3517901,2024,19,0,191,10542,1.8023145513185355,18.118004173781067
3518008,2021,4,0,57,1996,2.004008016032064,28.557114228456914
3518008,2022,4,0,63,1968,2.032520325203252,32.01219512195122
3518008,2023,3,0,53,1968,1.524390243902439,26.930894308943092
3518008,2024,4,0,56,1999,2.0010005002501248,28.014007003501753
3518107,2021,6,0,90,6685,0.8975317875841436,13.462976813762154
3518107,2022,6,0,91,6427,0.9335615372646647,14.159016648514081
3518107,2023,6,0,96,6427,0.9335615372646647,14.936984596234636
3518107,2024,6,0,103,6531,0.9186954524575104,15.770938600520592
3518206,2021,65,62,366,33257,1.954475749466278,11.005201912379349
3518206,2022,67,62,411,31043,2.1582965563895242,13.239699771284991
3518206,2023,74,58,457,31043,2.3837902264600714,14.721515317462874
3518206,2024,76,58,481,31872,2.384538152610442,15.091616465863455
3518305,2021,27,26,441,30465,0.8862629246676514,14.47562776957164
3518305,2022,30,23,467,31236,0.9604302727621975,14.950697912664873
3518305,2023,22,21,471,31236,0.7043155333589448,15.078755282366501
3518305,2024,22,21,449,32436,0.6782587248735973,13.842643975829326
3518404,2021,371,284,2589,123192,3.011559192155335,21.0159750633158
3518404,2022,481,300,3798,118044,4.074751787469079,32.17444342787435
